职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,职位描述和职位要求,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
数据通信助理工程师,NULL,南昌-东湖区,全职,0年经验,大专,5000-6000,NULL,NULL,"年终奖,绩效奖金,五险一金,带薪年假,带薪病假,交通补贴,晋升空间大,领导易相处,工作内容有趣,定期体检,节日福利,员工旅游,员工培训,办公装备高档,优秀人才多,更多,",岗位职责:、大专及以上学历，理工科相关专业优先；2、良好的综合素质，严谨的逻辑思维能力，有志于从事专业的相关工作；3、有无相关工作经验者均可，欢迎优秀的应届大学毕业生；4、有出国出差机会5.22-30岁超龄勿扰。男女不限。公司福利：1、签订正式劳动合同，从试用期开始缴纳五险一金；2、日常补贴（话费、工作餐、交通费补贴）;3、薪资保障:享受优质的奖励机制，高底薪+绩效；4、晋升管道畅通，一年有四次加薪晋升机会；5、正式员工享受十三薪及年终奖；6、朝九晚六，周末双休;7、每季度员工旅游+员工生日会+节日礼物；8、每年享受国家规定的带薪年假、法定节假日等福利；9、丰富的企业文化活动，打造快乐活力的工作氛围；10、提供员工宿舍；11、年度体检；工作时间:早9:00至晚17:30，周末双休。公司不提倡加班,"
                    任职资格:1、大专及以上学历，理工科相关专业优先；2、良好的综合素质，严谨的逻辑思维能力，有志于从事专业的相关工作；3、有无相关工作经验者均可，欢迎优秀的应届大学毕业生；4、有出国出差机会5.22-30岁超龄勿扰。男女不限。公司福利：1、签订正式劳动合同，从试用期开始缴纳五险一金；2、日常补贴（话费、工作餐、交通费补贴）;3、薪资保障:享受优质的奖励机制，高底薪+绩效；4、 晋升管道畅通，一年有四次加薪晋升机会；5、 正式员工享受十三薪及年终奖；6、 朝九晚六，周末双休;7、 每季度员工旅游+员工生日会+节日礼物；8、 每年享受国家规定的带薪年假、法定节假日等福利；9、 丰富的企业文化活动，打造快乐活力的工作氛围 ；10、 提供员工宿舍；11、 年度体检；工作时间: 早9:00至晚17:30，周末双休。公司不提倡加班
                ",上海博为峰软件技术股份有限公司,计算机软件,上市公司,NULL, 500人以上,NULL,2018-3-4,http://www.chinahr.com/job/6091750395611909.html,中华英才网
数据统筹文员,NULL,广州-天河区,全职,1年经验,大专,2500-4000,NULL,NULL,"五险一金,带薪年假,住房补贴,餐饮补贴,",岗位职责:、热爱本职工作，爱岗敬业，工作认真细致，能认真完成公司交给的各项工作任务；2、认真学习统计业务知识，搜集和整理各类统计资料；3、及时、准确的提供、反馈各项目的数据分析情况；4、要求掌握计算机应用知识，能应用多种应用软件进行各种数据分析和综合数据处理，加工成有用的信息提供领导进行决策，提高统计工作的整体业务水平和工作水平；5、能配合电脑系统维修保养管理人员进行计算机网络维护及管理；6、对各项目上报的数据和本部门之间传递的信息数据，要做好详细的“数据传递纪录”，对未按时间要求漏报和数据有误的部门要及时督促，每月将各项目站点数据上报情况通报一次；7、负责各类数据的整理、汇总和分析处理工作，及时向本公司领导及有关部门上报信息数据，做好相关纪录；8、负责所有数据的安全管理，及时做好各类数据及报表的备份工作，做好归档、保管工作，做好信息数据的保密工作，严禁向部门及他人提供各类信息数据，要将所有资料分类归档，妥善管理；任职要求：1、对办公软件具有一定熟悉程度2、对数字敏感3、有责任心,"
                    岗位职责：1、热爱本职工作，爱岗敬业，工作认真细致，能认真完成公司交给的各项工作任务；2、认真学习统计业务知识，搜集和整理各类统计资料；3、及时、准确的提供、反馈各项目的数据分析情况；4、要求掌握计算机应用知识，能应用多种应用软件进行各种数据分析和综合数据处理，加工成有用的信息提供领导进行决策，提高统计工作的整体业务水平和工作水平；5、能配合电脑系统维修保养管理人员进行计算机网络维护及管理；6、对各项目上报的数据和本部门之间传递的信息数据，要做好详细的“数据传递纪录”，对未按时间要求漏报和数据有误的部门要及时督促，每月将各项目站点数据上报情况通报一次；7、负责各类数据的整理、汇总和分析处理工作，及时向本公司领导及有关部门上报信息数据，做好相关纪录；8、负责所有数据的安全管理，及时做好各类数据及报表的备份工作，做好归档、保管工作，做好信息数据的保密工作，严禁向部门及他人提供各类信息数据，要将所有资料分类归档，妥善管理；任职要求：1、对办公软件具有一定熟悉程度2、对数字敏感3、有责任心
                ",广州市美唯乳业有限公司,"食品,饮料,烟酒,日化",民营私企,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/6618492720352260.html,中华英才网
数据统计文员,NULL,长沙-岳麓区,全职,0年经验,高中,3000-5000,NULL,NULL,"年终奖,五险一金,绩效奖金,带薪年假,带薪病假,员工培训,定期体检,员工旅游,节日福利,",岗位职责:、协助上级完成具体指定的数据统计分析工作；2、编制并上报统计表，建立和健全统计台帐制度；3、协调管理统计信息系统，维护和更新统计数据平台；4、做好统计资料的保密和归档以及产品的录单工作；5、结合统计指标体系，完善和改进统计方法。任职资格：1、大专及以上学历，接受优秀应届生实习；2、有相关工作经验者优先考虑；3、熟练使用基本的办公软件；4、工作认真负责，良好的团队合作精神。薪资待遇：1、公司包工作餐；2、试用期月薪3000元，转正月薪4000元+年底双薪；3、朝九晚六，周末双休，国家法定节假日照休息,"
                    岗位职责：1、协助上级完成具体指定的数据统计分析工作；2、编制并上报统计表，建立和健全统计台帐制度；3、协调管理统计信息系统，维护和更新统计数据平台；4、做好统计资料的保密和归档以及产品的录单工作；5、结合统计指标体系，完善和改进统计方法。任职资格：1、大专及以上学历，接受优秀应届生实习；2、有相关工作经验者优先考虑；3、熟练使用基本的办公软件；4、工作认真负责，良好的团队合作精神。薪资待遇：1、公司包工作餐；2、试用期月薪3000元，转正月薪4000元+年底双薪；3、朝九晚六，周末双休，国家法定节假日照休息
                ",湖南希冀商贸有限公司 ,"贸易,进出口",合资,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/6327122654989318.html,中华英才网
数据统计员,NULL,杭州-西湖区,全职,1年经验,大专,4000-6000,NULL,NULL,"年终奖,绩效奖金,带薪年假,带薪病假,节日福利,五险一金,",岗位职责:、ERP系统商品的维护2、商品订货到货的统计维护3、每日订货商品的尺码配比与发布4、日常报表的制作与统计5、新款商品的代码编写6、客服绩效的制作岗位要求：1、有ERP操作经验的优先2、熟练使用EXCEl，表格制作、函数运用、数据透视表3、做事思维逻辑清晰、条理明确4、细心、有耐心、积极主动，工作严谨5、具备团队协作精神，有一定抗压能力,"
                    岗位职责：1、ERP系统商品的维护2、商品订货到货的统计维护3、每日订货商品的尺码配比与发布4、日常报表的制作与统计5、新款商品的代码编写6、客服绩效的制作岗位要求：1、有ERP操作经验的优先2、熟练使用EXCEl，表格制作、函数运用、数据透视表3、做事思维逻辑清晰、条理明确4、细心、有耐心、积极主动，工作严谨5、具备团队协作精神，有一定抗压能力
                ",杭州初彤贸易有限公司,电子商务,民营私企,NULL, 500人以上,NULL,2018-3-4,http://www.chinahr.com/job/6535567370030341.html,中华英才网
数据统计员,NULL,西安-碑林区,全职,0年经验,大专,4000-6000,NULL,NULL,"绩效奖金,弹性工作,晋升空间大,话费补贴,五险一金,商业保险,",岗位职责:、负责公司数据管理，确保各项原始数据的真实性和准确性；2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；3、协助上级定期对所属仓库的原料、成品库存进行盘点，并将各项报表汇总上报；4、仓库各种数据和报表的录入和复核。任职要求：1、统招专科及以上应届毕业生，应届毕业生有全勤实习时间；2、熟练使用办公软件；3、对工作细心、认真、仔细，有责任心、敬业精神。,"
                    岗位职责：1、负责公司数据管理，确保各项原始数据的真实性和准确性；2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；3、协助上级定期对所属仓库的原料、成品库存进行盘点，并将各项报表汇总上报；4、仓库各种数据和报表的录入和复核。任职要求：1、统招专科及以上应届毕业生，应届毕业生有全勤实习时间；2、熟练使用办公软件；3、对工作细心、认真、仔细，有责任心、敬业精神。
                ",西安中软卓越信息技术有限公司,计算机软件,上市公司,NULL, 500人以上,NULL,2018-3-4,http://www.chinahr.com/job/6558744548117761.html,中华英才网
数据统计员/实习生 双休五险一金,NULL,西安-碑林区,全职,0年经验,大专,3500-5000,NULL,NULL,"绩效奖金,年终奖,五险一金,住房补贴,地处繁华商圈,带薪病假,带薪年假,商业保险,餐饮补贴,定期体检,节日福利,员工旅游,领导易相处,办公装备高档,帅哥美女多,更多,",岗位职责:、负责公司数据管理，确保各项原始数据的真实性和准确性；2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；3、协助上级定期对所属仓库的原料、成品库存进行盘点，并将各项报表汇总上报；4、仓库各种数据和报表的录入和复核。任职要求：1、大专及以上学历；2、18-28岁，有无经验均可；3、熟练使用办公软件；4、对工作细心、认真、仔细，有责任心、敬业精神。福利待遇：1、工作时间：5天8小时，无需加班，周末双休；2、社保：医疗、生育、工伤、失业、养老、商业保险及住房公积金；3、奖金：每月绩效奖金、项目奖金、年终奖金；一切靠实力吃饭；4、娱乐福利：每周末各类娱乐活动自由组合，专属生日趴；5、假期福利：享受国家规定的带薪年假、法定节假日。,"
                    岗位职责：1、负责公司数据管理，确保各项原始数据的真实性和准确性；2、对数字敏感，有独立的数据统计和分析能力，具备规范与严谨的统计操作技能；3、协助上级定期对所属仓库的原料、成品库存进行盘点，并将各项报表汇总上报；4、仓库各种数据和报表的录入和复核。任职要求：1、大专及以上学历；2、18-28岁，有无经验均可；3、熟练使用办公软件；4、对工作细心、认真、仔细，有责任心、敬业精神。 福利待遇：1、工作时间：5天8小时，无需加班，周末双休；2、社保：医疗、生育、工伤、失业、养老、商业保险及住房公积金；3、奖金：每月绩效奖金、项目奖金、年终奖金；一切靠实力吃饭；4、娱乐福利：每周末各类娱乐活动自由组合，专属生日趴；5、假期福利：享受国家规定的带薪年假、法定节假日。
                ",北京才秀人人科技有限公司西安办事处,移动互联网,民营私企,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/6470453305642247.html,中华英才网
数据统计员/数据录入专员 五险+公积金,NULL,南京 秦淮-NULL,全职,0年经验,大专,3000-5000,NULL,NULL,"年终奖,绩效奖金,项目奖金,五险一金,带薪年假,员工旅游,节日福利,弹性工作,晋升空间大,帅哥美女多,办公室漂亮,更多,","岗位职责:协同研发部及其他部门，为数据业务部门提供数据支持;2.合同的汇总,数据的录入分析.3.做好统计资料的保密和归档工作；4.结合统计指标体系，完善和改进统计方法。任职要求：1.有计算机基础,掌握表格优先。2.较强的数据分析能力，细心，严谨的工作态度。3.优秀应届毕业生可考虑.有意者可直接申请岗位,投递您一份宝贵的简历，以免错过HR面试通知~期待您的加入~","
                    岗位职责1.协同研发部及其他部门，为数据业务部门提供数据支持;2.合同的汇总,数据的录入分析.3.做好统计资料的保密和归档工作；4.结合统计指标体系，完善和改进统计方法。任职要求：1.有计算机基础,掌握表格优先。2.较强的数据分析能力，细心，严谨的工作态度。3.优秀应届毕业生可考虑.有意者可直接申请岗位,投递您一份宝贵的简历，以免错过HR面试通知~期待您的加入~
                ",软世通信息科技集团有限公司,移动互联网,民营私企,NULL, 301－500人,NULL,2018-3-4,http://www.chinahr.com/job/6320951264840711.html,中华英才网
数据统计专员（包食宿）,NULL,郑州-二七区,全职,1年经验,大专,2000-4000,NULL,NULL,"五险一金,节日福利,绩效奖金,带薪年假,员工旅游,地处繁华商圈,餐饮补贴,",岗位职责:.数据统计相关专业，临床、护理专业等亦可；2.有数据统计分析相关经验，有医疗行业经验，优秀应届毕业生亦可；,"
                    任职要求：1.数据统计相关专业，临床、护理专业等亦可；2.有数据统计分析相关经验，有医疗行业经验，优秀应届毕业生亦可；
                ",郑州长江医院,"医疗,护理,卫生",民营私企,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/6045869973801734.html,中华英才网
数据推广,NULL,杭州-拱墅区,全职,2年经验,大专,6000-8000,NULL,NULL,"办公室漂亮,地处繁华商圈,单身多,帅哥美女多,带薪病假,带薪年假,",岗位职责:：1、数据分析，总结每个平台的报表，竞品的报表；2、为部门提供数据分析电商板块新老客户的销售分析；3、制作部门的数据报表；4、大型活动的数据分析、复盘；5、熟悉推广的一些途径，包括直通车等；6、按照目标制定推广计划并落实；7、完成预期的销售目标。二、任职要求1、统计学、信息管理、会计学等相关专业大专以上学历，有2年相关工作经验，特殊人才可放宽专业等一些方面的要求；2、熟练EXCEL各功能，主要为函数应用、分类汇总与数据透视、图表与图形应用等功能；3、逻辑思维能力强，擅长数据处理、分析判断，较好的书面数据呈现能力；4、自律性强，工作责任心、进取心强，能自我驱动。,"
                    一、职责概述：1、数据分析，总结每个平台的报表，竞品的报表；2、为部门提供数据分析电商板块新老客户的销售分析；3、制作部门的数据报表；4、大型活动的数据分析、复盘；5、熟悉推广的一些途径，包括直通车等；6、按照目标制定推广计划并落实；7、完成预期的销售目标。二、任职要求1、统计学、信息管理、会计学等相关专业大专以上学历，有2年相关工作经验，特殊人才可放宽专业等一些方面的要求；2、熟练EXCEL各功能，主要为函数应用、分类汇总与数据透视、图表与图形应用等功能；3、逻辑思维能力强，擅长数据处理、分析判断，较好的书面数据呈现能力；4、自律性强，工作责任心、进取心强，能自我驱动。
                ",杭州埃迷丽首饰有限公司,"珠宝,首饰,工艺品",合资,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/6334538012495108.html,中华英才网
数据挖掘,NULL,郑州 中牟县-NULL,全职,0年经验,大专,3000-4000,NULL,NULL,"五险一金,绩效奖金,商业保险,带薪年假,住房补贴,话费补贴,定期体检,员工培训,节日福利,员工旅游,",岗位职责:、负责对全国各地一级地市、二级地市、三级地市的公务员、事业单位、银行、农信社等考试的潜在客户信息进行收集，整理归类；2、对于微信群、QQ群等学员信息平台进行维护管理，保证各个平台的安全和排他性；3、对于目前将要开展的项目进行跟踪，定向跟踪地面市场最近将要开展项目所涉及到的客户群，保证能够给客服和市场带来一定的潜在客户数量，配合地面工作。职位要求：1、专科及以上学历，计算机水平良好，对新媒体运营感兴趣；2、制定并实施网络推广计划，利用各种网络平台，通过信息发布、论坛、博客及其它特殊的推广方式;3、良好的沟通协作能力；4、逻辑思维能力强，做事有条理，具备较强的分析问题和解决问题的能力，擅长沟通表达。,"
                    岗位职责：1、负责对全国各地一级地市、二级地市、三级地市的公务员、事业单位、银行、农信社等考试的潜在客户信息进行收集，整理归类；2、对于微信群、QQ 群等学员信息平台进行维护管理，保证各个平台的安全和排他性； 3、对于目前将要开展的项目进行跟踪，定向跟踪地面市场最近将要开展项目所涉及到的客户群， 保证能够给客服和市场带来一定的潜在客户数量， 配合地面工作。职位要求：1、专科及以上学历，计算机水平良好，对新媒体运营感兴趣；2、制定并实施网络推广计划，利用各种网络平台，通过信息发布、论坛、博客及其它特殊的推广方式;3、良好的沟通协作能力；4、逻辑思维能力强，做事有条理，具备较强的分析问题和解决问题的能力，擅长沟通表达。
                ",河南利华高等教育中心,教育,民营私企,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/5873019243725063.html,中华英才网
数据维护技术储备生（控制系统开发）,NULL,西安-雁塔区,全职,0年经验,大专,3500-6000,NULL,NULL,"五险一金,晋升空间大,办公室漂亮,带薪年假,绩效奖金,项目奖金,员工培训,免费班车,年终奖,带薪病假,节日福利,工作内容有趣,更多,",岗位职责:.参与响数据中心弱电系统相关的事件及应急故障处理，实现故障等运行风险可控。2、参与数据中心弱电系统的能效优化工作，实现数据中心的高效运行。3、与其他团队建立密切、高效合作关系，参与推动移动运营体系建设，提高数据中心运营水平。任职要求：1、计算机、测控、工业自动化、楼宇自控等相关理工科专业，全日制本科及以上学历。2、对工作态度积极主动，具有较强执行力。3、做事认真负责，以结果为导向，愿意独立承担挑战性工作。4、具备良好的表达沟通能力，遇事沉着冷静，有较强的处理问题、分析问题、解决问题的能力。工作时间：早9-晚6双休法定假日休息带薪年假,"
                    岗位职责：1.参与响数据中心弱电系统相关的事件及应急故障处理，实现故障等运行风险可控。2、参与数据中心弱电系统的能效优化工作，实现数据中心的高效运行。3、与其他团队建立密切、高效合作关系，参与推动移动运营体系建设，提高数据中心运营水平。任职要求：1、计算机、测控、工业自动化、楼宇自控等相关理工科专业，全日制本科及以上学历。2、对工作态度积极主动，具有较强执行力。3、做事认真负责，以结果为导向，愿意独立承担挑战性工作。4、具备良好的表达沟通能力，遇事沉着冷静，有较强的处理问题、分析问题、解决问题的能力。工作时间：早9-晚6 双休 法定假日休息 带薪年假
                ",陕西西软智能科技有限责任公司,计算机软件,股份制,NULL, 101－300人,NULL,2018-3-4,http://www.chinahr.com/job/5887891914818052.html,中华英才网
数据运营,NULL,南京 秦淮-NULL,全职,2年经验,本科,8000-10000,NULL,NULL,"五险一金,带薪年假,定期体检,员工旅游,节日福利,领导易相处,地处繁华商圈,豪华团建,弹性工作,绩效奖金,商业保险,下午茶充足,晋升空间大,更多,","岗位职责:1、负责本城市业务的数据分析，监控业务指标的运行情况，以日/周/月为单位定期提供运营分析数据图表，提供预测预警和针对性策略建议；2、负责本城市业务的数据管理，进行业务涉及的客户、产品、市场、销售等维度的分析并提供合理对策，跟踪所实施的市场活动，整理形成定期效果分析报告；3、建立完善本城市与产品、市场、培训等部门与业务团队的沟通反馈机制，了解业务相关的各类信息动态，定期收集整理并提供决策指引；4、参与公司CRM、BI、分析工具等平台和工具的建立和完善，将业务所需要的功能和规则推动到系统中得以实现；5、定期监控收集竞争对手产品、市场、销售等情报，并进行调研分析，针对性给出策略建议。【任职资格】1、本科及以上学历，统计学、数学专业优先；3年以上相关工作经验；2、对数字敏感，中级EXCEL以上，了解数据模型和经营分析的通用方法论；3、结构化逻辑思维能力，缜密的分析总结能力；4、沟通表达力较强，积极主动乐观，抗压能力较强；5、具有互联网产品直销团队相关的分析经验优先。【薪资福利】1、基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、员工旅游+聚餐+团建+拓展训练等；7、舒适的办公环境，丰富的休闲活动区域供小伙伴们选择","
                    【岗位职责】 1、负责本城市业务的数据分析，监控业务指标的运行情况，以日/周/月为单位定期提供运营分析数据图表，提供预测预警和针对性策略建议；2、负责本城市业务的数据管理，进行业务涉及的客户、产品、市场、销售等维度的分析并提供合理对策，跟踪所实施的市场活动，整理形成定期效果分析报告；3、建立完善本城市与产品、市场、培训等部门与业务团队的沟通反馈机制，了解业务相关的各类信息动态，定期收集整理并提供决策指引；4、参与公司CRM、BI、分析工具等平台和工具的建立和完善，将业务所需要的功能和规则推动到系统中得以实现；5、定期监控收集竞争对手产品、市场、销售等情报，并进行调研分析，针对性给出策略建议。【任职资格】1、本科及以上学历，统计学、数学专业优先；3年以上相关工作经验；2、对数字敏感，中级EXCEL以上，了解数据模型和经营分析的通用方法论；3、结构化逻辑思维能力，缜密的分析总结能力；4、沟通表达力较强，积极主动乐观，抗压能力较强；5、具有互联网产品直销团队相关的分析经验优先。【薪资福利】1、 基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、 上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、 每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、 完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、 公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、 员工旅游+聚餐+团建+拓展训练等；7、 舒适的办公环境，丰富的休闲活动区域供小伙伴们选择
                ",北京五八信息技术有限公司南京分公司.,移动互联网,上市公司,NULL, 500人以上,NULL,2018-3-4,http://www.chinahr.com/job/6617590675377412.html,中华英才网
数据运营,NULL,南京 秦淮-NULL,全职,1年经验,本科,6000-8000,NULL,NULL,"五险一金,商业保险,带薪年假,定期体检,员工旅游,带薪病假,节日福利,晋升空间大,领导易相处,优秀人才多,地处繁华商圈,办公装备高档,更多,","岗位职责:】1.负责业务部门的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2.结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3.通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动大区及核心业务负责人促进房产产品销售业绩达成；4.梳理新业务框架，确定新业务客户定位，销售规则，定价策略。【任职资格】1.计算机、数学、统计学相关专业本科及以上学历；2.具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律；3.具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4.性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力【薪资福利】1、基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、员工旅游+聚餐+团建+拓展训练等；7、舒适的办公环境，丰富的休闲活动区域供小伙伴们选择；""","
                    ""【岗位职责】 1.负责业务部门的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2.结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3.通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动大区及核心业务负责人促进房产产品销售业绩达成；4.梳理新业务框架，确定新业务客户定位，销售规则，定价策略。【任职资格】1.计算机、数学、统计学相关专业本科及以上学历；2.具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律；3.具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4. 性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力【薪资福利】1、 基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、 上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、 每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、 完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、 公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、 员工旅游+聚餐+团建+拓展训练等；7、 舒适的办公环境，丰富的休闲活动区域供小伙伴们选择；  ""
                ",北京五八信息技术有限公司无锡分公司.,上市公司,,NULL,,NULL,2018-3-4,http://www.chinahr.com/job/6635465864515078.html,中华英才网
数据运营师助理,NULL,西安-碑林区,全职,0年经验,大专,3500-4200,NULL,NULL,"五险一金,餐饮补贴,带薪年假,员工培训,员工旅游,节日福利,交通补贴,话费补贴,绩效奖金,",岗位职责:、提供运营决策支持所需数据，进行数据收集、整理与分析；2、运用统计学及数据相关知识，使用数据分析工具进行建模、分析、验证；3、负责撰写数据分析报告和成果；4、负责研究部门规定的策略产品；5、协助公司数据平台的开发。任职资格：1、数学（概率论/数理统计方向）、统计学、金融类、计算机相关专业毕业；2、了解至少一种业内流行的数据分析工具；3、优秀的分析、归纳、概括、逻辑思维能力、数据分析能力和学习能力。,"
                    任职要求：1、提供运营决策支持所需数据，进行数据收集、整理与分析；2、运用统计学及数据相关知识，使用数据分析工具进行建模、分析、验证；3、负责撰写数据分析报告和成果；4、负责研究部门规定的策略产品；5、协助公司数据平台的开发。任职资格：1、数学（概率论/数理统计方向）、统计学、金融类、计算机相关专业毕业；2、了解至少一种业内流行的数据分析工具；3、优秀的分析、归纳、概括、逻辑思维能力、数据分析能力和学习能力。
                ",西安泛网信息技术有限公司,移动互联网,民营私企,NULL, 301－500人,NULL,2018-3-4,http://www.chinahr.com/job/6516786318642182.html,中华英才网
数据运营专员（双休）,NULL,长沙-芙蓉区,全职,1年经验,大专,2800-3500,NULL,NULL,"节日福利,晋升空间大,弹性工作,年终奖,带薪年假,",岗位职责:.对数据监控中心的日常数据进行收集统计.2.根据已有数据展示，协助分析系统运行现存问题3.与项目上进行交流，促进系统在项目上的正常运行任职资格：1.大专以上学历，性格外向。2.会Excel基本函数3.有产品运营，APP系统运营，客户运营经验者优先工作时间：周一至周五8:30-12:0013:30-17:00五险双休,"
                    岗位职责：1.对数据监控中心的日常数据进行收集统计.2.根据已有数据展示，协助分析系统运行现存问题3.与项目上进行交流，促进系统在项目上的正常运行任职资格：1.大专以上学历，性格外向。2.会Excel基本函数3.有产品运营，APP系统运营，客户运营经验者优先工作时间：周一至周五 8:30-12:00 13:30-17:00五险 双休
                ",湖南湘卫无忧健康管理有限公司,其他生活服务,民营私企,NULL, 500人以上,NULL,2018-3-4,http://www.chinahr.com/job/6479699129372160.html,中华英才网
