city,company,company_finance,company_size,company_type,company_url,date,department,education_requirement,experience_requirement,industry,major_requirement,monthly_salary_range,position_advantage,position_cleaned,position_info,position_tag,posted_url,posted_website,recruit_count,专业要求,公司主页,公司名称,公司性质,公司行业,公司规模,原始URL,发布日期,发布网站,学历,岗位介绍,工作地点,工作性质,招聘人数,经验,职位名称,职位诱惑,薪资,融资阶段,部门
,,,,,,,,,,,,,,,,,,,,,,浙江森马电子商务有限公司,民营公司,"互联网, 电子商务,服装, 纺织, 皮革",500-1000人,http://jobs.51job.com/hangzhou/80186195.html?s=01&t=0,06/02/2018,前程无忧,本科,,杭州,,1.0,2年经验,"数据开发工程师, ",,15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,DeNA,外资（非欧美）,"互联网, 电子商务,网络游戏",150-500人,http://jobs.51job.com/shanghai/95308663.html?s=01&t=0,06/02/2018,前程无忧,本科,,上海,,1.0,2年经验,"数据分析师, ","五险一金,餐饮补贴,弹性工作,通讯补贴,专业培训,出国机会,绩效奖金",15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,高顿教育集团,民营公司,"教育, 培训, 院校",,http://jobs.51job.com/shanghai-hkq/98286017.html?s=01&t=0,06/02/2018,前程无忧,大专,,上海-虹口区,,1.0,5-7年经验,"架构师, ","五险一金,包吃,带薪年假,绩效奖金,专业培训,节日福利",,,
,,,,,,,,,,,,,,,,,,,,,,上海宝尊电子商务有限公司,上市公司,"互联网, 电子商务",1000-5000人,http://jobs.51job.com/shanghai/98359777.html?s=01&t=0,06/02/2018,前程无忧,本科,,上海,,1.0,5-7年经验,高级java开发工程师,"五险一金,弹性工作",15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,滴滴出行,外资（非欧美）,"互联网, 电子商务",5000-10000人,http://jobs.51job.com/beijing-hdq/98361237.html?s=01&t=0,06/02/2018,前程无忧,本科,,北京-海淀区,,5.0,2年经验,高级算法工程师,,20000-40000,,
,,,,,,,,,,,,,,,,,,,,,,成都兴政电子政务运营服务有限公司,民营公司,"计算机服务(系统、数据服务、维修),互联网, 电子商务",50-150人,http://jobs.51job.com/chengdu/67639302.html?s=01&t=0,06/02/2018,前程无忧,本科,简历投递邮箱：yuanxh@yinhai.com岗位职责1、负责数据分析、数据挖掘应用产品开发；2、应用统计建模、数据挖掘、机器学习方法建立数据模型解决实际问题。岗位要求1、一年以上数据分析、数据挖掘建模等相关工作经验；2、计算机科学、数学、统计学等相关专业本科及以上学历；3、熟悉常用数据挖掘算法，包括但不限于决策树，逻辑回归，支持向量机，神经网络，聚类等；4、熟悉数据挖掘类软件（SAS、SPSSModeler、R、Python至少一种）；5、熟练操作主流数据库(Oracle、SQLServer、Mysql等)；优先条件:1、有Java/Python/Scala等开源数据挖掘算法封装经验优先；2、对于Spark/Hadoop/HBase/Hive等大数据处理平台技术有系统实际操作经验者优先；3、有商业银行风控建模、精准营销、互联网金融风险建模项目经验者优先。,成都,,2.0,3-4年经验,数据应用咨询顾问,,7000-16000,,
,,,,,,,,,,,,,,,,,,,,,,广东华讯工程有限公司,民营公司,"通信, 电信运营、增值服务",1000-5000人,http://jobs.51job.com/guangzhou/98345856.html?s=01&t=0,06/02/2018,前程无忧,本科,,广州,,2.0,3-4年经验,"数据库, 数据仓库开发工程师",,10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,亚信软件CTC,合资,计算机软件,10000人以上,http://jobs.51job.com/guangzhou/89871720.html?s=01&t=0,06/02/2018,前程无忧,,"岗位要求：1.2年以上大数据相关工作经验；2.熟练掌握Hadoop、Spark生态系统组件（MR、HBase、Hive、ZooKeeper、SparkSQL、SparkMlib等），有相关大数据架构,开发成功案例；3.熟悉hadoop相关各种开源项目，HiveHbase等有实际应用开发经验；4.熟悉Linux工作环境，熟悉SQL语言，除MySQL之外，至少熟悉以下一种NoSQL数据库：MySQL/HBase/Redis/MongoDB；5.对大数据行业有强烈兴趣，较强的团队合作与沟通能力，对解决挑战型问题充满激情；",广州,,2.0,2年经验,Hive开发工程师,"五险一金,补充医疗保险,通讯补贴,绩效奖金,年终奖金,定期体检",8000-15000,,
,,,,,,,,,,,,,,,,,,,,,,广州优亿信息科技有限公司,民营公司,"通信, 电信, 网络设备,通信, 电信运营、增值服务",50-150人,http://jobs.51job.com/guangzhou/87086740.html?s=01&t=0,06/02/2018,前程无忧,本科,职位描述：岗位职责：1)与需求人员沟通，掌握业务需求，理解业务规则2)根据业务需求进行表设计，并从数据源抽取数据到业务表，主要是从hive表抽数到mysql表3)负责数据实施过程中的数据库管理、数据提取等工作4)负责项目相关的技术支持和服务，如sql的优化，数据库的性能调优职位要求：1)计算机相关专业本科以上学历，有3年以上mysql数据开发经验、2年以上hive平台开发经验2)熟悉Mysql等主流数据库的存储过程开发及性能调优3)熟悉linux环境和命令，能编写简单的shell脚本；4)熟悉Hadoop、Hive平台，有相关应用开发经验优先考虑5)会java、python等编程语言，可优先考虑,广州,,1.0,无工作经验,"数据工程师, ","餐饮补贴,绩效奖金,年终奖金",8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,广州永霸信息科技股份有限公司,民营公司,"计算机软件,计算机服务(系统、数据服务、维修)",50-150人,http://jobs.51job.com/guangdongsheng/77956535.html?s=01&t=0,06/02/2018,前程无忧,,任职要求：1、具有金融业BI系统3年以上开发经验，熟悉金融业数据模型建模方法，掌握数据治理理论与方法，了解基本的数据清洗方法2、精通SQL的计算与存储过程调优，并具有严密的逻辑分析能力3、熟悉主流的Hadoop处理技术，包括MapReduce、Hive、Hbase等4、熟悉Linux操作系统操作，具有Shell、Python程序开发经验5、具有较强的文档撰写能力,广东省,,4.0,3-4年经验,"大数据开发工程师, ","五险一金,员工旅游,定期体检,股票期权",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,北京捷通华声科技股份有限公司,上市公司,"互联网, 电子商务,计算机软件",150-500人,http://jobs.51job.com/beijing/91032747.html?s=01&t=0,06/02/2018,前程无忧,本科,"七个工作方向：（一）引擎开发方向1.负责语音合成/语音识别/手写识别/图像识别/自然语言处理等核心引擎的系统设计、编码实现及算法工程优化；2.负责引擎配套的测试、验证工具的设计及开发；3.负责引擎模块的单元测试及整体联调测试。（二）服务器端开发方向1.负责Linux服务器端C++程序的开发和性能调优；2.负责海量数据处理相关的开发；3.负责MySQL数据库和Redis、MongoDB、HBase等NoSQL数据库相关的应用开发；4.参与公司云服务平台的搭建和完善。（三）客服端开发方向1.按照需求和设计文档开发指定的功能模块，独立地进行软件设计、编码和调试；2.能够在工作中快速学习，熟悉SDK；3.能够有效的参与到SDK的升级开发设计中，并能够自我驱动，完成SDK的版本升级。（四）智能图像、智能语音应用开发方向1.开发基于图像识别、语音识别引擎的应用软件和接口封装工作；2.参与项目需求分析和设计讨论，制作文档。（五）智能终端开发方向1.负责Linux平台SDK产品的开发和性能调优；2.负责Linux平台SDK产品在Windows/Android(NDK)平台上的移植；3.参与公有云服务平台的完善。（六）能力平台开发方向1.按照需求和设计文档开发指定的功能模块，独立地进行软件设计、编码和调试；2.能够在工作中快速学习，熟悉能力平台（Linux服务）；3.能够对开发过程以及支持过程中快速找寻解决方案；4.工作中不断熟悉并掌握linux，ASR、OCR、TTS、NLU相关开发调试内容，能够进行相关开发和支持。（七）嵌入式方向：1.负责语音交互相关产品的软件开发、优化及维护，包括驱动开发、阵列录音程序开发、接口软件开发等；2.了解客户的需求，为客户提供语音识别业务及技术解决方案；3.根据项目实施进度和任务分配，完成相关模块软件的设计、开发和编程任务；4.协助上位机软件开发人员进行开发、联调；5.完成其他软件开发相关任务。任职资格：1.学历要求：-毕业于统招本科及以上学历,985/211。2.工作经验：-精通C/C++，熟悉Windows/Linux开发环境，有丰富的数据结构和算法知识；-有多线程、高并发经验，熟悉MFC/QT界面开发，熟悉linux编程，熟悉TCP/IP网络编程。3.能力要求：-具备规范的编程习惯与文档编写能力，积极配合公司各项规范化建设工作；-具备较好的学习能力、问题分析能力，可以独立调试解决问题；-良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的开发经验。4.优先考虑：-熟悉多线程开发、交叉编译开发；-熟悉Opencv者优先；-嵌入式经验，有信号处理背景者优先；-语音编解码处理经验及高并发项目开发经验者优先。",北京,,7.0,3-4年经验,", 开发工程师","五险一金,年终奖金,绩效奖金,专业培训",15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,上海宝孚自动化工程技术有限公司,民营公司,"计算机软件,仪器仪表, 工业自动化",150-500人,http://jobs.51job.com/shanghai-hpq/95451970.html?s=01&t=0,06/02/2018,前程无忧,本科,任职要求：1、全日制统招本科及以上学历，计算机/通讯等相关专业毕业，8年以上的数据工作经验，5年以上架构经验，具有OCP资质；2、具备oracle、MySQL等数据库的一种或多种的运行机制和体系架构经验，精通SQL语句，熟悉数据库的备份恢复及数据迁移等策略，熟悉存储引擎机制和主从复制原理等；3、熟悉分布式数据库设计和建设方案，海量数据库分库分表实战经验以及高并发OLTP系统的设计和维护；4、精通数据库产品性能分析和测试，对数据库的优化，存储性能有较深的研究和操作经验；5、了解MongoDB、Redis、HBase等NoSQL的数据存储产品，熟悉不同类型和数据库的底层运行原理和优缺点；6、熟练Java、Python一种或者多种开发语言，有过数据访问层或数据库中间件设计的优先；7、具有良好的文档编写能力，可进行方案设计、架构设计；8、性格开朗，责任心强，良好的沟通能力和团队协作能力。,上海-黄浦区,,2.0,8-9年经验,"数据库工程师, 高级, ","五险一金,交通补贴,餐饮补贴,通讯补贴,专业培训,定期体检",12000-30000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市德科信息技术有限公司,民营公司,"计算机软件,互联网, 电子商务",500-1000人,http://jobs.51job.com/guangzhou-thq/97400905.html?s=01&t=0,06/02/2018,前程无忧,本科,1、本科以上学历，计算机、数据科学等相关专业；2、熟练掌握python/sql/shell，熟悉C/C++，Java的优先；3、良好的数据类IT技能，有Hadoop/Hive/HBASE/Spark/Storm等的开发经验优先。4、具备优秀的业务理解能力，对数字敏感，有较强逻辑分析能力；5、诚恳、踏实、谨慎细致、对工作充满热情、优秀的学习能力，具有良好的自律意识和上进心；,广州-天河区,,1.0,无工作经验,大数据开发工程师,,10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,广东中建普联科技股份有限公司,民营公司,"计算机软件,互联网, 电子商务",150-500人,http://jobs.51job.com/guangzhou-thq/98355544.html?s=01&t=0,06/02/2018,前程无忧,大专,,广州-天河区,,1.0,5-7年经验,"高级大数据工程师, 数据仓库, ","五险一金,年终奖金,项目奖金,节日福利,平台大",17000-25000,,
,,,,,,,,,,,,,,,,,,,,,,西安绿豆芽信息科技有限公司,创业公司,"互联网, 电子商务,计算机软件",少于50人,http://jobs.51job.com/xian-blq/98357416.html?s=01&t=0,06/02/2018,前程无忧,本科,,西安-碑林区,,1.0,5-7年经验,架构师,"五险一金,专业培训,绩效奖金,年终奖金,股票期权",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,北京融嘉合创科技有限公司西安BI研发中心,民营公司,"计算机软件,计算机服务(系统、数据服务、维修)",150-500人,http://jobs.51job.com/nanning/97526869.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1、数据计算平台设计开发和数据库过程、视图开发；2、数据需求、报表需求分析与管理3、ETL设计与实现及数据平台的维护及监控职位要求：1、计算机类相关专业本科以上学历，相关工作经验3年以上2、至少参与开发过一个银行数据仓库项目3、熟悉银行核心、信贷、票据、总账、监管报送等一个或多个系统4、熟练ETL存储过程开发（Teradata、Oracle、DB2、mysql等）5、熟悉Hadoop、Hive、HBase、Sqoop等主流的分布式大数据技术,南宁,,3.0,3-4年经验,数据库工程师,"五险一金,专业培训,年终奖金,绩效奖金",8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,南京睿晖数据技术有限公司,民营公司,计算机软件,50-150人,http://jobs.51job.com/nanjing-jyq/98362821.html?s=01&t=0,06/02/2018,前程无忧,本科,,南京-建邺区,,10.0,2年经验,"Java开发工程师, 大数据, ","五险一金,补充医疗保险,员工旅游,专业培训,出国机会,绩效奖金,年终奖金,股票期权,弹性工作,定期体检",7000-15000,,
,,,,,,,,,,,,,,,,,,,,,,三沙国海信通科技发展有限公司,国企,"互联网, 电子商务,通信, 电信, 网络设备",少于50人,http://jobs.51job.com/haikou/98241858.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1.负责海洋渔业大数据平台相关的需求分析、平台选择、技术架构和应用设计；2.负责海洋渔业大数据平台相关系统的数据采集、存储、处理和分析的设计；3.负责海洋渔业大数据相关解决方案的设计文档撰写；4.负责规划从数据源到数据应用的整体流程，并参与用户产品和数据产品的决策；5.负责海洋渔业大数据相关前沿技术的研究。任职要求：1.本科及以上学历，计算机、数据库、操作系统、计算机网络等相关专业方向；2.深入理解Hadoop、Hive、Hbase、Spark、Storm等开源项目，并能够基于上述项目开发大数据相关应用；3.精通Java、CC、SQL、Python、PHP等两种以上的编程语言；4.具备大数据产品架构设计成功经验，掌握高性能、高扩展性架构设计方法；5.具备Web和App多平台数据跟踪、收集、处理和分析的设计和研发经验；6.具备较强的需求分析和系统设计能力，能设计通用框架及应用模块；7.具有出色的逻辑思维、沟通交流能力和团队精神；8.具备优秀的文档撰写和编辑能力。,海口,,1.0,无工作经验,大数据架构师,"周末双休,五险一金,带薪年假,绩效奖金,节日福利,交通补贴,餐饮补贴,通讯补贴,高温补贴,定期体检",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,汽车之家,民营公司,"互联网, 电子商务",1000-5000人,http://jobs.51job.com/beijing-hdq/94751089.html?s=01&t=0,06/02/2018,前程无忧,本科,,北京-海淀区,,1.0,3-4年经验,", ",,40000-50000,,
,,,,,,,,,,,,,,,,,,,,,,广州棒谷科技股份有限公司,民营公司,"互联网, 电子商务,贸易, 进出口",1000-5000人,http://jobs.51job.com/guangzhou-byq/90005729.html?s=01&t=0,06/02/2018,前程无忧,本科,"岗位职责：1、拥有良好的沟通能力，能够根据业务需求分析系统要点及系统开发点；2、具备项目开发相关工作技能,并及时发现设计工作中的问题,提出解决问题的途径；3、根据业务需求，进行技术编码，调试，单元测试，能够解决核心技术问题；4、参与技术需求的调研，技术可行性分析，系统架构的设计、优化；5、按照需求进行设计开发，解决开发中所遇到的技术难题；6、完成模块详细设计与开发；7.负责项目小组的CodeReview岗位要求：1.3年以上java开发经验，2年以上大数据开发经验2.了解jvm的GC机制，有实际GC优化经验3.深入了解线程安全，锁机制，java并发包使用4.熟练使用netty通信5.有阅读源码能力6.熟练hbase编程API、存储模型等7.有hbase源码修改经验优先8.有hbase优化经验优先",广州-白云区,,2.0,无工作经验,"大数据开发工程师, , , 大数据","五险一金,定期体检,专业培训,员工旅游,年终奖金",10000-25000,,
,,,,,,,,,,,,,,,,,,,,,,北京娜迦信息科技发展有限公司,民营公司,"互联网, 电子商务,计算机软件",50-150人,http://jobs.51job.com/beijing-hdq/98080954.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1、负责设计、开发、维护大数据分析处理相关的软件产品和模块，开发主要使用语言为JAVA2、负责对所负责功能模块进行单元测试和集成测试，包括：用例编写、执行测试、编写报告3、对所负责的产品或项目的功能模块进行需求分析任职要求：1、熟悉java编程，熟悉高并发编程、nio、JVM等模块。2、熟悉分布式原理，并了解大数据相关产品，包括Hadoop、Spark、HBase等。3、熟悉Linux/Unix开发环境，熟练使用shell命令。4、熟悉HDFS存储机制，熟悉HBase相关实现机制，并至少有一年项目使用经验。5、熟悉设计模式，并能在系统设计中应用者优先有开源产品参与经验者优先,北京-海淀区,,1.0,1年经验,Hbase开发工程师,"五险一金,专业培训,绩效奖金,年终奖金,弹性工作,定期体检",15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,安徽天元通信发展有限公司,民营公司,"通信, 电信, 网络设备",50-150人,http://jobs.51job.com/nanchang/98226033.html?s=01&t=0,06/02/2018,前程无忧,,在江西移动客户那提供基于Spark的解决方案开发工作，包括客户需求管理、专题开发工作。岗位要求：1.精通Spark开发，有相关项目开发经验3年以上，最好有电信背景2.熟悉hadoop体系的开发和优化3.熟悉Linux环境4.了解Docker体系的安装与配置,南昌,,2.0,3-4年经验,Spark开发工程师,,15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,上海智子信息科技股份有限公司,民营公司,"广告,互联网, 电子商务",50-150人,http://jobs.51job.com/shanghai/93206269.html?s=01&t=0,06/02/2018,前程无忧,本科,"1：计算机相关专业,本科以上学历。至少1年以上大数据相关开发经验2：熟悉java，scala或者其他相关常用语言，扎实的代码基础，3；熟悉sparkcorel/streaming开发4：熟悉大数据的生态圈，熟悉相关组件。5：熟悉相关源码或者附上git或者博客地址。6：思维活跃，可以独立解决问题",上海,,1.0,无工作经验,"大数据开发工程师, spark开发, ","五险一金,补充医疗保险,员工旅游,年终奖金,绩效奖金,出国机会,专业培训,餐饮补贴,定期体检",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,广州棒谷科技股份有限公司,民营公司,"互联网, 电子商务,贸易, 进出口",1000-5000人,http://jobs.51job.com/guangzhou-byq/90005795.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责1.负责基于Spark技术的海量数据的处理、分析、挖掘工作；2.实现基于Spark框架的分布式计算框架的开发；3.Spark技术研究和通用数据平台的性能调优；职位要求1.本科及以上学历要求，计算机或相关专业背景；2.五年以上相关领域技术开发经验，其中两年以上Spark开发经验；3.熟悉Python、Scala语言；4.熟悉SparkStreaming和SparkSQL，对Spark原理及底层技术有深入了解；5.良好的团队合作意识、沟通能力；6.有过海量数据系统开发经验者优先；,广州-白云区,,2.0,无工作经验,"大数据开发工程师, , , 大数据","五险一金,定期体检,专业培训,员工旅游,年终奖金",10000-25000,,
,,,,,,,,,,,,,,,,,,,,,,北京搜狗科技发展有限公司,外资（欧美）,"互联网, 电子商务",1000-5000人,http://jobs.51job.com/beijing-hdq/89608825.html?s=01&t=0,06/02/2018,前程无忧,本科,【项目介绍】这是一款定位于服务平台互联网用户的金融产品，由搜狗公司内部孵化，深度挖掘搜狗在互联网端的用户规模优势以及多年的大数据能力积累。在当下大热的互联网金融领域，搜狗将发挥用户服务和智能算法优势，并结合平台的综合运营实力。如果你认同互联网金融，智能风控，大数据模型等概念，欢迎加入我们共同创造事业。【职位诱惑】全新业务板块，可以接触到多面技术挑战，能够带来快速提高成长【特别提示】搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递。【岗位职责】1、负责大数据平台的架构设计、搭建；2、利用sql处理各种复杂的表关联关系；3、负责基于hadoop的数据ETL设计与开发；4、开发基于http的数据服务层以及数据可视化模块。5、理解业务场景、产品逻辑和分析需求，规划各种数据间的关联关系；6、运用Hadoop或者其它数据分析技术，针对数据分析工作，进行包括需求分析、平台选择、技术构架设计等技术支持工作；7、参与公司大数据处理方向的技术拓展。任职条件1、计算机、自动化或相关专业（如统计学、数学）本科以上学历，2年以上大数据处理相关工作经验；2、熟悉linux操作，熟练使用sed、awk、shell编程；3、精通sql。能利用高效的sql查询语言完成复杂数据关联工作。4、精通Java编程；精通大数据主流框架（如Hadoop、hive、Spark等）；熟悉MySQL、NoSQL（MongoDB、Redis）等主流数据库，以及rabbitMQ等队列技术；5、有图计算开发经验者优先，熟悉neo4j使用者优先；6、熟悉hadoop/spark生态的原理、特性且有实战开发经验；7、熟悉常用的数据挖掘算法优先；,北京-海淀区,,1.0,3-4年经验,"Hadoop, Spark开发工程师","五险一金,定期体检,绩效奖金",20000-40000,,
,,,,,,,,,,,,,,,,,,,,,,上海帜讯信息技术股份有限公司,上市公司,"互联网, 电子商务,通信, 电信运营、增值服务",150-500人,http://jobs.51job.com/shanghai-pdxq/93408607.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责:任职资格:,上海-浦东新区,,2.0,5-7年经验,"资深大数据工程师, Hadoop, Hbase, Hive, Spark, , ",,22000-40000,,
,,,,,,,,,,,,,,,,,,,,,,广州瀚信通信科技股份有限公司,民营公司,"通信, 电信运营、增值服务,通信, 电信, 网络设备",500-1000人,http://jobs.51job.com/guangzhou-thq/96305975.html?s=01&t=0,06/02/2018,前程无忧,本科,"1、基于sparkscala等构建数据分析平台，进行设计、开发分布式计算业务；2、基于Spark技术的海量数据的处理、分析、统计和挖掘；3、基于Spark框架的数据仓库的设计、开发和维护3、负责数据处理性能调优，对数据库整体架构提出建议；4、编写系统的需求分析、设计、开发和部署文档等。任职要求：1.本科及以上学历，计算机相关专业；2.3年及以上大数据开发经验；3.熟悉HDFS/HBase/Hive/MapReduce/spark，有丰富的分布式编程经验；4.熟悉SparkStreaming和SparkSQL；5.熟悉CoreJava，熟悉JavaIO,NIO,多线程编程，熟悉JVM运行机制和内存管理，网络协议；6.熟练掌握Linux操作系统，熟悉shell等脚本编程；7.有在Spark相关项目中应用Java或Python语言的经验者优先;8.有过海量数据系统开发经验者优先；9.有良好的语言沟通能力，能够协调团队成员及相关部门开展分工及合作。",广州-天河区,,1.0,2年经验,"大数据开发工程师, spark, ","五险一金,补充医疗保险,员工旅游,通讯补贴,专业培训,弹性工作,定期体检",8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,上海睿璞企业管理咨询有限公司,民营公司,"专业服务(咨询、人力资源、财会),计算机软件",50-150人,http://jobs.51job.com/shanghai/97470791.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责：1.为海量数据的处理和分析提供高效解决方案；2.研究Hadoop/Spark/Hbase/Hive等开源项目，对线上任务进行调优，并开发通用组件；3.基于Hadoop平台、数仓、图库开发离线、实时数据流应用。任职要求：1.扎实的计算机系统和算法基础知识；良好的英文阅读能力；2.扎实的Java、Scala语言基础，对JVM运行机制有深入了解；3.熟悉Hadoop、Spark并有丰富的开发经验；4.对常见开源框架代码有研究；5.熟悉SQL和noSQL的设计和开发；6.熟悉企业应用设计模式、面向对象的分析和设计技术，包括设计模式、UML建模等；7.善于思考，能独立分析和解决问题，热衷于互联网技术的研究和创新；8.责任心强，沟通能力好，具备良好的团队合作精神；9.有深入研究过Hadoop/Spark源码者优先。,上海,,1.0,3-4年经验,"Spark, Hadoop开发工程师",,20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,北京腾信软创科技股份有限公司,上市公司,计算机软件,1000-5000人,http://jobs.51job.com/shenzhen-nsq/95778047.html?s=01&t=0,06/02/2018,前程无忧,,任职要求：1.两年以上大数据平台设计和开发经验，具备优秀的编程能力和良好的开发习惯。2.具备独立搭建Spark架构、测试与运维的能力，有过大规模系统设计、优化和工程实现的经验。3.熟悉Spark、SparkSQL和SparkStreaming内核原理；了解Hadoop生态组件相关技术，例如Hadoop、Hive、Kafka等，有SparkMLib和GraphX经验优先4.精通Python或Scala语言，熟悉Linux操作系统，熟练使用Shell脚本语言。5.具有认真的技术态度，良好的团队沟通和协作能力。,深圳-南山区,,1.0,2年经验,Spark大数据工程师,"五险一金,餐饮补贴",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市财富趋势科技股份有限公司武汉研发中心,民营公司,"计算机软件,金融, 投资, 证券",150-500人,http://jobs.51job.com/wuhan/85824035.html?s=01&t=0,06/02/2018,前程无忧,,岗位职责：1.负责数据仓库和大数据处理模块的架构设计和开发；2.负责基于Spark技术的海量数据的处理、分析、统计、挖掘工作；3.基于Spark框架的数据仓库的设计，开发，维护；4.根据需求使用SparkStreaming和SparkSQL进行数据处理、查询、统计等工作。职位要求：1.本科以上学历，IT软件、计算机、互联网等相关专业；2.2年以上的Spark开发经验；3.熟悉Scala语言，对Scala原理、底层技术有深入研究者优先；4.熟悉SparkStreaming和SparkSQL；5.具有Hadoop集群和spark集群的性能优化能力；6.有过TB级数据系统开发经验者优先。,武汉,,2.0,无工作经验,Spark工程师,"五险一金,绩效奖金,年终奖金,法定假期,节日福利,月度奖金",7000-12000,,
,,,,,,,,,,,,,,,,,,,,,,北京腾信软创科技股份有限公司,上市公司,计算机软件,500-1000人,http://jobs.51job.com/shenzhen-lhq/91589247.html?s=01&t=0,06/02/2018,前程无忧,大专,任职要求：1.两年以上大数据平台设计和开发经验，具备优秀的编程能力和良好的开发习惯。2.具备独立搭建Spark架构、测试与运维的能力，有过大规模系统设计、优化和工程实现的经验。3.熟悉Spark、SparkSQL和SparkStreaming内核原理；了解Hadoop生态组件相关技术，例如Hadoop、Hive、Kafka等，有SparkMLib和GraphX经验优先4.精通Python或Scala语言，熟悉Linux操作系统，熟练使用Shell脚本语言。5.具有认真的技术态度，良好的团队沟通和协作能力。,深圳-罗湖区,,5.0,2年经验,"Spark大数据工程师, ","五险一金,餐饮补贴,股票期权,弹性工作",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市中网彩网络技术有限公司,民营公司,"互联网, 电子商务",150-500人,http://jobs.51job.com/shenzhen/87000468.html?s=01&t=0,06/02/2018,前程无忧,本科,"【任职要求】1、计算机科学、计算机软件、通信或相关专业本科及以上学历；2、具有扎实的Java基础，熟悉J2EE体系结构，熟悉分布式、缓存、消息、搜索等机制；3、熟悉Spark内核，熟练掌握Scala和Python语言，追求代码质量和程序效率；4、熟悉SparkSQL,SparkStreaming，Storm，Hadoop，Mesos，kafka等，对Spark体系结构、运行机制和源码有深入研究；5、对Spark调优、统计学应用有实际工作经验者优先；6、具备金融风险控制和分析系统或相关产品研发经验者优先；7、良好的学习能力、沟通能力、适应能力，责任心强。",深圳,,1.0,3-4年经验,"大数据研发工程师, spark, ",,20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,广东华讯工程有限公司,民营公司,"通信, 电信运营、增值服务",1000-5000人,http://jobs.51job.com/nanchang/98219989.html?s=01&t=0,06/02/2018,前程无忧,,Spark开发工程师岗位要求：1.精通Spark开发，有相关项目开发经验3年以上，最好有电信背景；2.熟悉hadoop体系的开发和优化；3.熟悉Linux环境；4.了解Docker体系的安装与配置。岗位职责：1.在江西移动客户那提供基于Spark的解决方案开发工作，2.包括客户需求管理、专题开发工作。,南昌,,2.0,3-4年经验,"Spark开发工程师, ","五险一金,通讯补贴,定期体检,补充医疗保险",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,天津拓鑫力神科技有限公司,民营公司,"计算机软件,新能源",少于50人,http://jobs.51job.com/tianjin-xqq/86524058.html?s=01&t=0,06/02/2018,前程无忧,本科,岗位职责:1、大数据应用设计、开发；2、大数据开发过程中的技术问题支撑；3、负责大数据平台监控、系统优化等运维管理工作；4、处理各类异常和故障，确保系统平台的稳定运行。任职要求：1、具备1年以上大数据开发实践经验，具有一定的BI开发经验；2、Java基础扎实，有相关开发或者实习经验，会scada者优先；3、具备Hadoop/Hbase/Spark开发经验；4、能够基于Linux平台工作，熟练使用shell脚本。如有意向，可将简历发送至：jianli@lishentx.com,天津-西青区,,1.0,1年经验,"Hadoop数据工程师, ","五险一金,交通补贴,绩效奖金,年终奖金",10000-15000,,
