职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
爬虫开发工程师,,北京-朝阳区,,无工作经验,本科,15000-20000,,1,,"1、本科（含）以上学历，至少2年以上Spider系统研发工作经验，具有旅游生活类，ajax网页抓取经验者尤佳2、熟悉linux平台编程，至少掌握Python、Java编程语言中的一种，熟悉一种以上分布式Spider系统架构3、熟悉html,DOM,xpath,scrapy优先4、熟悉常用算法和数据结构，熟悉网络编程、多线程/多进程编程技术5、善于学习新的知识，动手能力强，对解决具有挑战性问题充满激情6、有良好的沟通和团队协作能力岗位职责：1、负责大规模垂直网站的数据抓取、提取、过滤、更新频率控制等工作。2、设计高效的抓取策略，以及灵活的抽取模板3、对抓取的数据进行清洗处理",海航旅业集团有限公司,"航天, 航空,酒店, 旅游",民营公司,,10000人以上,,15/01/2018,前程无忧,http://jobs.51job.com/beijing-cyq/94275765.html?s=01&t=0
爬虫开发工程师,,成都-武侯区,,2年经验,本科,8000-15000,,2,"五险一金,绩效奖金,定期体检,员工旅游","岗位职责1、负责开发分布式网络爬虫系统；2、负责定向网页信息抽取、数据清洗等研发和优化工作；3、负责抓取数据的深度提取；岗位要求1、全日制本科及以上学历，计算机等相关专业，2年以上爬虫开发经验；2、熟悉动态网页抓取原理及技术；熟悉基于正则表达式，HTML，JS，AJAX等网页信息抽取技术3、精通Python/JAVA服务器端编程；4、熟悉多线程、多进程、爬虫调度等编程相关知识；5、有Nutch、Scrapy等经验者优先；6、有良好的沟通能力，语言表达能力，团队协作力,工作细心，认真负责；",上海梦创双杨数据科技股份有限公司,计算机软件,民营公司,,500-1000人,,15/01/2018,前程无忧,http://jobs.51job.com/chengdu-whq/81575711.html?s=01&t=0
数据爬虫工程师,,上海,,2年经验,大专,,,1,"五险一金,员工旅游,交通补贴,年终奖金,绩效奖金,专业培训,通讯补贴,弹性工作","岗位职责：1.负责采集任务的分析及采集方案设计；2.负责定向网站相关渠道的数据采集；3.负责相关数据的采集、去重、清洗、分析、转换与入库；4.完成上级安排的数据采集相关工作。岗位要求：1.两年以上python开发经验，熟悉常用的信息抓取策略；2.熟悉信息抓取和整合技术，从结构化和非结构化的数据中获取信息；3.熟悉正则表达式；4.熟悉Mongodb、HBase、HIVE等NoSQL数据库、Mysql数据库，了解关系型数据库优先；5.熟悉大规模网页爬取，深度网页爬取，熟悉Scrapy、Pyspider等工具优先考虑；6.懂PHP，熟悉html,DOM,xpath优先；7.有责任心，学习能力强，良好的团队合作精神，对工作有热情；8.对电竞行业有热情。",上海隆麟网络技术有限公司,"互联网, 电子商务,网络游戏",民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai/88133681.html?s=01&t=0
爬虫开发工程师,,深圳-南山区,,2年经验,,10000-20000,,1,"五险一金,绩效奖金,年终奖金,弹性工作,员工旅游,丰富零食,下午茶","岗位职责：1.负责设计和开发分布式的网络爬虫应用，进行互联网相关信息的抓取和分析；2.负责网页信息抽取技术的研究和开发；3.负责解决爬取过程中的各种反爬问题；任职要求：1、熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，熟悉基于正则表达式、Xpath、CSS等网页信息；2、精通Python编程语言，精通Javascript，对HTTP协议及HTML有深入的了解；3、精通正则表达式，用于从各种网络结构化和非结构化数据中抽取有用的信息；4、熟练掌握数据库开发，对数据处理和数据质量有较深认识；精通至少一种主流数据NoSQL、mysql数据库；5、熟悉httpclient、js,ajax,webdriver、selenium等技术优先；6、有海量数据爬取经验者优先；有爬取过微博，微信，淘宝等平台数据优先；具有自然语言处理",智言科技（深圳）有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",创业公司,,少于50人,,15/01/2018,前程无忧,http://jobs.51job.com/shenzhen-nsq/94696413.html?s=01&t=0
爬虫开发工程师,,广州-白云区,,1年经验,中专,10000-20000,,2,"五险,补充医疗保险,员工旅游,股票期权,年终奖金,绩效奖金,专业培训,定期体检,弹性工作",岗位职责：-负责采集电商平台数据并完成数据清洗，建立模型；-负责分布式网络爬虫系统及数据库的设计与开发；-设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点攻克。-搭建高性能的技术架构，不断提升网页抓取的效率和质量。岗位要求：-2年以上Linux环境Java/Python/C++开发经验，至少1年以上爬虫系统开发经验；-具有构建分布式爬虫系统的经验，熟悉爬虫系统整个生命周期的设计及实现；-能够总结分析不同网站，网页的结构特点及规律，并能及时灵活调整适应变化；-具有调用开放平台接口获取数据经验者优先；-对反爬技术有经验者优先考虑,广州融智电子商务有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/guangzhou-byq/96711206.html?s=01&t=0
数据爬虫开发工程师,,广州-海珠区,,2年经验,,6000-12000,,1,"五险一金,员工旅游,通讯补贴,专业培训,年终奖金,做五休二",岗位职责：1.参与公司项目的数据分析挖掘的研发工作；2.负责数据的抓取、去重、分类，垃圾过滤等工作；3.设计各种算法，提升抓取效果；4.负责项目需求分析，结合产品特点建立数据分析模型及数据分析等工作；5.与技术团队进行沟通，负责爬虫数据与业务系统的整合对接。任职要求：1.大学专科以上学历，计算机或相关专业毕业；2.熟练python、java等编程语言，有2年以上的爬虫开发经验；3.熟悉爬虫、反爬虫技术；4.有一定数据分析经验，对数据之间关系敏感；5.有较好的问题分析和问题解决的思路；6.拥有完整的应用级中型数据挖掘项目以上开发经验开发优先。,广东重运宝科技有限公司,"互联网, 电子商务,交通, 运输, 物流",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/guangzhou-hzq/96920712.html?s=01&t=0
爬虫工程师,,武汉-武昌区,,无工作经验,,10000-15000,,2,,1、面向百度、360、搜狗，对相关关键词的搜索列表抓取工具的架构、设计及实现；2、负责制定安全策略，有针对性的设计防爬虫策略；3、负责网页信息的抽取、数据清洗等研发和优化工作；4、负责制定爬虫产品运维机制，保障产品的安全部署和7*24小时运行；5、针对抓取的海量数据，设计存储、检索和管理平台，提供数据服务；6、根据互联网数据更新频率，建立实时抓取策略，保证获得最新数据；任职要求：1、对网络编程，Http协议，Web开发有一定的了解；2、熟悉开源的爬虫引擎，如：Nutch、Scrapy等；3、有较强的数据分析与建模能力；4、至少两年以上网络爬虫研发经验；5、至少掌握两门以上开发语言，包括：Java、Python、Go、C#；6、熟悉多线程编程，有数据挖掘经验者优先；7、了解Ajax数据抓取、登录爬取等相关技术；8、熟悉Html、Xml解析，精通正则表达式；9、善于学习新事物，有良好的团队合作意识；10、曾剖析过百度和谷歌搜索技术优先考虑；11、有分布式爬虫开发者经验者优先；12、有Hadoop海量数据存储经验优先；13、具有数据挖掘、自然语言处理、信息检索和机器学习背景者优先；,观睿（武汉）科技有限公司,计算机软件,民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/wuhan-wcq/97129883.html?s=01&t=0
高级爬虫工程师,,深圳-南山区,,3-4年经验,大专,15000-25000,,2,"五险一金,补充医疗保险,补充公积金,员工旅游,年终奖金,绩效奖金,定期体检,弹性工作,节日福利",岗位职责：1、负责网络爬虫系统设计、开发。2、完成带领团队完成数据采集爬取、解析提取、清洗入库等数据生产工作。3、研究网页特点和规律，对网页信息进行分类、抽取、数据清洗、存储结构等研发和优化工作。4、负责领域知识的定向爬取、深度提取和挖掘。5、对数据进行清洗、整理、去重及合并等工作。任职资格：1、大专以上学历，3年以上Python/Java或C#开发经验，熟悉一种开源爬虫系统实现或作为主力参与过一个完整的爬虫开发项目。2、熟悉网页爬取原理及技术，熟悉深度抓取、动态网页抓取技术、熟悉请求伪装，模拟登陆，代理应用，爬虫和反爬技术。3、精通正则表达式、Javascript、JSON、HTTP协议、HTML，善于从各种结构化和非结构化数据中抽取有用的信息。4、熟悉httpclient、netty、ajax、htmlunit、selenium、HtmlParser、Jsoup、XPATH等技术。5、熟练多线程技术、网络编程技术等相关优势经验者优先。6、熟悉hadoop、hbase、Zookeeper、spark、storm、Solr、hive、kafka、redis、mongodb等相关技术者优先；具有验证码破解经验者优先。,深圳市芒柠科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,少于50人,,15/01/2018,前程无忧,http://jobs.51job.com/shenzhen-nsq/97777101.html?s=01&t=0
爬虫开发工程师,,上海-浦东新区,,无工作经验,大专,8000-10000,,1,"五险一金,员工旅游,绩效奖金,定期体检,高温补贴,全勤奖",负责从互联网上抓取公司各类业务所需的数据，并进行数据整理分类，分析存储的工作。任职要求：1、有房产数据挖掘和数据分析经验者优先；2、熟悉SQL数据库语句，并能够利用爬虫相关技术实现海量数据的抓取；3、逻辑思维清晰，具备较好的数据分析能力和解决问题的能力；4、计算机相关专业，大专以上学历，对数据分析与处理有浓厚的兴趣。,上海科东房地产土地估价有限公司,"房地产,专业服务(咨询、人力资源、财会)",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai-pdxq/97758255.html?s=01&t=0
"Java工程师, 爬虫, ",,厦门,,无工作经验,大专,5000-8000,,2,"五险一金,周末双休",厦门艾帝尔斯是一家以90后为主体富有激情，活力，注重创新的开拓型公司。现在厦门艾帝尔斯第三次扩招开始了！五险一金，佳节福利....一个都少不了！在这里，我们没有条条框框，你可以发挥你宝贵的想象力；在这里，我们可以平凡，但不允许平庸；这里你可以为所欲为，但必须爱公司爱团队爱小伙伴们在这里，我们的目标是星辰大海。加入我们，成为我们的小伙伴，以新的面貌创建崭新的未来！投递简历未得到回复/咨询面试结果的亲们，可以通过以下方式联系我们：　1.　强烈建议通过微信联系我们：jaegerli。2.记得备注职位名称－信息来源；　如:PHP开发工程师－前程无忧。已经购买“得到”app5个专栏请直接添加微信jaegerli发送截图预约面试！常用得到/知乎/喜马拉雅/蜻蜓FM/知识星球半年以上请直接添加微信jaegerli发送截图预约面试！【岗位职责】1、理解项目需求，参与系统结构分析、设计、系统性能优化等；2、前台、后台开发，并对其进行测试，维护，完善，升级；3、所负责模块的问题分析、优化等工作；4、编写相关技术文档。5、开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。6、公司产品应用开发与维护，大数据技术开发。7、负责人工智能项目相关数据采集，解析，存储。【任职要求】1、计算机软件相关专业，本科以上学历。2、1年以上JAVA开发工作经验。3、JAVA编程、数据库、linux操作、网页解析技术，熟悉当前主流网页结构，熟练掌握http协议。,厦门艾帝尔斯进出口有限公司,"贸易, 进出口,互联网, 电子商务",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/xiamen/97791628.html?s=01&t=0
"爬虫工程师, ",,上海-长宁区,,1年经验,,4500-6000,,1,"五险一金,交通补贴,餐饮补贴,绩效奖金,弹性工作","1、负责维护与改进现有爬虫框架；2、负责爬取业务相关网站；3、负责提取与处理数据；4、负责多平台信息爬取和页面内容的提取分析。岗位要求:1.计算机相关专业，全日制本科及以上学历；2.熟悉面向对象，熟悉常用数据结构和算法；3.了解http协议。熟悉非关系型数据库和关系型数据库（Mysql,Mongo）；4.熟悉Linux，较强技术文档阅读能力；5.有一定沟通理解和表达能力，完成和其他人协作，认真负责。",房价网/fangjia.com,"互联网, 电子商务,计算机服务(系统、数据服务、维修)",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai-cnq/96316227.html?s=01&t=0
爬虫开发工程师,,广州-天河区,,1年经验,大专,5000-6000,,1,"周末双休,五险一金,员工旅游,餐饮补贴,绩效奖金,年终奖金,股票期权,弹性工作,定期体检",职位描述：1、设计与开发分布式、多线程网络爬虫系统，抓取在线学习平台信息的图文、链接等；2、设计爬虫策略、防屏蔽规则、功能优化、提升信息抓取效率和质量；3、熟练掌握python、php、java或Linuxshell等编程语言；4、掌握掌握Scrapy、Webmagic、Pyspider等至少一种开源框架，且有实际项目经验；5、精通正则表达式和xpath表达式，能从结构化的和非结构化的数据中抓取所需信息；6、能独立解决开发过程中的问题，统招大专及以上学历，1年以上爬虫相关工作经验。,广州麒逸信息科技有限公司,"计算机软件,通信, 电信, 网络设备",民营公司,,少于50人,,14/01/2018,前程无忧,http://jobs.51job.com/guangzhou-thq/97499959.html?s=01&t=0
Python爬虫工程师,,广州-白云区,,无工作经验,大专,10000-15000,,1,"五险一金,餐饮补贴",岗位职责：负责爬虫系统的设计与开发根据公司业务进行数据挖掘分析，为公司业务提供决策支持岗位要求：熟悉Python，有项目开发经验者优先主动性强，具备良好的分析解决问题能力上班时间：9：00至18：00，12：00-14：00休息，单双休制度；享受国家公众假期,广州龙骐贸易有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,少于50人,,15/01/2018,前程无忧,http://jobs.51job.com/guangzhou-byq/95178198.html?s=01&t=0
"Java开发工程师, 爬虫, 采集",,常德,,1年经验,本科,3000-10000,,10,"绩效奖金,餐饮补贴,专业培训,员工旅游","任职要求：1、专科及以上学历，计算机相关专业，熟悉JAVA语言开发;2、工作认真、有责任心、沟通协作能力强、富有团队精神；3、人品端正，有付出精神和职业道德意识，事业心强；4、有多线程、有分布式、垂直领域爬虫开发经验者优先；5、熟悉Html、JavaScript、Jquery,DIV+CSS等前端开发技术，熟悉Ajax；6、熟练SQL语法及mysql数据库应用开发；7、应公司现在急需用人，可接受应届生和IT专业培训生公司待遇：薪资标准：3000—10000元以上1、工作时间：周一至周六9：00-18：00；2、休息时间：周日及法定节假日；3、员工住宿：免费提供员工住宿；4：员工就餐：公司给予员工餐补；联系人：刘***17711679501",深圳市博览天下票务服务有限公司,"互联网, 电子商务",民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/changde/68822289.html?s=01&t=0
"python开发工程师, ",,上海,,无工作经验,,15000-20000,,1,,1、负责分布式采集系统开发2、参与分布式采集系统设计，需求分析、业务逻辑流程设计、文档编写等3、设计爬虫策略和防屏蔽规则，提升网页的抓取效率和质量4、负责内部系统设计、开发、代码重构等5、有兴趣者可向python数据挖掘方向发展职位要求：1、本科以上学历：计算机、信息技术等，2年以上python爬虫开发经验2、逻辑思维清晰，能够独立承受工作压力3、熟练运用Python常用模块，熟悉多线程、多进程和web通信模块4、熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，熟悉基于正则表达式、Xpath、CSS等网页信息抽取技术；5、熟悉大规模系统的负载均衡、缓存、网络存储、网络安全、数据库高可用设计及性能评估机制；6、有参与过数据挖掘、机器学习项目优先7、有相关电商、零售行业项目经验者优先,数云信息技术（上海）有限公司,"计算机软件,互联网, 电子商务",民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai/93694979.html?s=01&t=0
python爬虫工程师,,天津-滨海新区,,2年经验,本科,6000-8000,,1,"五险一金,绩效奖金,年终奖金,餐饮补贴,提供住宿,周末双休","岗位职责：1、负责网络爬虫产品的研发工作;2、抓取数据需求支持，完成日常抓取与解析任务;3、能够解决封账号、封IP采集等问题,解决网页抓取、信息抽取等问题,构建完善的网络信息收集平台。4、负责网络爬虫采集规则的编写；5、负责核心算法的设计与开发任职资格：1、熟悉使用Linux操作系统;2、掌握python语言，至少两年使用经验,一年以上大规模网页爬虫开发经验;3、熟练使用关系数据库(如mysql,postgresql)或NoSql数据库(如mongodb及redis)，并至少有一个项目经验;4、计算机、信息技术或相关专业本科或以上学历;5、有分布式爬虫架构经验者优先;6、强烈的责任心和良好的团队合作能力;7、对算法设计和数据结构有深刻的理解；",吉比艾（天津）软件研发有限公司,"互联网, 电子商务",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/tianjin-bhxq/97822213.html?s=01&t=0
python爬虫工程师,,上海-杨浦区,,无工作经验,本科,6000-8000,,1,"五险一金,弹性工作,绩效奖金",1、负责运动自行车行业国内外网站、社交媒体、电商网站、微信公众号信息抓取、识别、数据清洗与入库等2、负责日常网络数据抓取需求的实现及采集数据的质量监控岗位要求：精通Python或者JAVA语言，熟悉网络编程；熟练使用svn、git等版本控制器；了解特定语料库训练，soho；了解ios开发优先；会基本美工操作优先；,上海葵观信息技术有限公司,"互联网, 电子商务,计算机软件",民营公司,,少于50人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai-ypq/96745156.html?s=01&t=0
"爬虫工程师, ",,上海,,2年经验,本科,15000-20000,,1,"五险一金,餐饮补贴,定期体检,专业培训,员工旅游,绩效奖金,年终奖金","日常工作任务及职责：1、参与爬虫系统的架构设计与开发,搭建数据采集平台，建立爬虫系统，通过对数据的抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台；2、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4、能独立解决实际开发过程碰到的各类问题；任职资格：1、全日制统招本科以上学历，1年以上的爬虫程序设计开发经验；2、熟悉linux平台开发，1年以上python开发经验；3、精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息；4、熟悉Mysql，redis，mongdb，有过数据库调优和海量数据存储经验优先；5、熟悉Http协议的基本原理，了解Http协议交互的流程，明白大部分httphead的作用与意义，熟悉nutch,httpclient,jsoup等工具；6、具有搜索相关技术研发、数据挖掘、自然语言处理、信息检索、机器学习背景者优先7、熟悉金融股票市场者优先",汇正财经上海分公司,"金融, 投资, 证券,银行",合资,,500-1000人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai/97830736.html?s=01&t=0
Python,,上海-浦东新区,,3-4年经验,本科,20000-25000,,3,"五险一金,补充医疗保险,员工旅游,交通补贴,餐饮补贴,专业培训,绩效奖金,年终奖金,弹性工作,定期体检",1）根据设计文档或需求说明完成代码编写，调试，测试和维护；2）对需要的网站、微信公众号、微博账号、今日头条等信息源的Python爬虫程序的开发，以及对抓取的数据的大数据处理和图形化展示程序的开发；3）技术文档的编辑、维护工作等。岗位要求：1）技能要求1.熟练掌握Unix-Like环境下开发技能，能独立完成爬虫基础设施的建设2.熟练掌握任意一门编程语言（Python优先），掌握主流的编程范式3.至少使用过一种Python的爬虫框架，包括但不限于Scrapy/Portia/PySpider等4.对HTTP协议和W3C的常见规范有了解，理解CORS/Proxy5.至少用过一款网络嗅探工具（Wireshark、Charles、Fiddler等）6.理解纯静态/伪静态/前端渲染页面的抓取方法，正则/XPath/CSSSelector等文本结构的规范化表示加分项：V了解或使用过MQ，并理解其运作机理V使用过可视化爬虫（Portia、PySpider），爬虫框架（Scrapy），通用组件（PhantomJS、Splash），消息和缓存中间件（MQ、Redis），调度引擎（RQ、Celery/Scheduler、Airflow）等V有Github/StackoverFlow/LinkedIn/知乎或其他社交网络账号的同学请提供Profile地址V计算机及相关专业，本科，热爱编程，有扎实的编程功底，学习能力强，良好的代码习惯；V对新技术有强烈的探索欲望，有良好的团队合作精神，有责任感，有较好的沟通能力。,上海若雅软件系统有限公司,"计算机软件,通信, 电信, 网络设备",合资,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai-pdxq/94357844.html?s=01&t=0
高级爬虫工程师,,上海-松江区,,无工作经验,,15000-20000,,1,"五险一金,年终奖金,员工旅游,绩效奖金,定期体检",职位描述：1、负责设计和开发网络爬虫应用，包括调度、抓取、入库等内容；2、对抓取数据进行去重、分类、垃圾过滤、质量分析；3、网络爬虫架构设计、功能开发及优化。任职要求：1、计算机或相关专业本科以上学历；2、熟悉搜索引擎和网络爬虫相关技术，能独立实施完成网络爬虫应用；3、有丰富的应对反爬虫的经验，例如合理使用IP池、验证码识别技术等；4、优秀的执行力，面对挑战，能快速决策分析，调动资源集中突破。5、善于总结，积极主动学习新技术，热爱爬虫工作，直面困难敢于承担责任，有较强的沟通的能力和理解能力，有较强的抗压能力。,上海法智特实业集团有限公司,法律,民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai-sjq/97839164.html?s=01&t=0
数据挖掘,,南京,,无工作经验,本科,8000-10000,,1,"五险一金,弹性工作,年终奖金,绩效奖金","【岗位职责】1、负责对大数据进行的分析和挖掘；2、负责数据分析模型的建立；3、优化数据，不断提高对采集数据的针对性；4、能够结合业务对数据分析结果进行提出问题，并指导业务的开展；5、根据业务需要，呈现多种形式的报表；6、具有数据的敏感性。【任职资格】1、计算机、数学、统计学、金融学、经济学等相关专业者优先，优秀应届毕业生亦可考虑；2、对金融行业、银行业经验者优先考虑；3、掌握常用数据分析模型和方法；4、熟悉使用一种数据分析软件（R,SAS，SPSS）；5、有一定数据分析挖掘经验，愿意从事数据分析挖掘工作；6、综合能力优秀者可提供培训。",南京微秒商务咨询有限公司,计算机软件,民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/nanjing/96726467.html?s=01&t=0
数据挖掘分析师,,广州-天河区,,3-4年经验,,10000-30000,,1,"五险一金,年终奖金,员工旅游,定期体检,通讯补贴,周末双休","岗位职责：1.基于移动运营商以及广告平台的海量数据，分析用户行为，研发用户画像、精准营销、个性化推荐等算法，完成数据模型构建；2.负责公司数据挖掘分析体系的建设，海量数据的分类规则、知识库和数据建模；3.负责不同应用场景的算法／模型设计与实现，参与数据预处理、特征分析、偏好分析、效果分析等相关算法的研发；4.负责指导研发工程师进行数据挖掘，构建数据模型，并对模型进行训练、优化；5.负责业务需求分析、数据分析，并基于业务需求，提供用户研究及数据挖掘解决方案，实施应用项目，将数据挖掘算法及用户研究成果转化为数据产品。岗位要求：1.本科以上学历，计算机或数学等相关专业；2.拥有丰富的海量数据挖掘，如用户标签研究，个性化推荐等；3.熟悉Linux平台编程环境，熟悉Java/C/C++/Python/Scala语言中的一种。4.分布式相关项目研发经验（spark,hbase等）;",广东曼拓信息科技有限公司,"互联网, 电子商务,广告",民营公司,,少于50人,,15/01/2018,前程无忧,http://jobs.51job.com/guangzhou-thq/87764716.html?s=01&t=0
数据挖掘工程师,,上海-杨浦区,,3-4年经验,本科,16666-25000,,1,"五险一金,补充医疗保险,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检","岗位职责：1、参与基于大数据平台的数据分析与挖掘项目的工作；2、负责各种业务场景下的数据挖掘模型的设计、处理、建模等工作；3、负责数据挖掘模型的验证、测试、优化等工作；4、针对实际业务专题，规划、设计、实现基于数据挖掘的解决方案，提升数据价值任职要求：1、统计、数学、经济、信息科学、计算机等相关专业，全日制本科及以上学历；2、具备数据挖掘、机器学习、概率统计等基础理论知识，具有很强的利用数据挖掘技术解决实际业务问题的能力和成功案例，对数据挖掘流程及环节有深入理解；3、精通数据挖掘算法，如关联规则、逻辑回归、决策树、神经网络、协同过滤、SVM等，有自然语言处理或图像识别项目经验者优先；4、精通至少一门数据挖掘工具（R,python,SAS,SPSS,Orange）；5、熟悉Hadoop/Spark/Storm/Hive等大数据技术，熟悉Unix/Linux操作系统，熟悉掌握Shell或Perl等脚本工具，具有海量数据处理经验；6、心态开放，思维缜密，对数据敏感，学习能力强，抗压能力强，有责任感，能够自我驱动，积极创新、敢于挑战，注重团队合作，稳定；7、具有征信行业从业经验者优先",小沃科技有限公司,"互联网, 电子商务,网络游戏",国企,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/shanghai-ypq/90005722.html?s=01&t=0
"数据分析经理, 大数据经理, 数据挖掘",,广州-越秀区,,无工作经验,,8000-10000,,1,,工作职责：1、制定CRM计划并协助实施，提高我司客户数据分析能力；2、根据公司业务需要完善各项电商数据指标，包括总体运营指标、网站流量累指标、客户价值指标等；3、分析推广活动成效，研究客户行为和消费习惯，对会员管理及业务进行深入分析，撰写市场调研和可行性报告，及时提供解决方案建议；4、收集和分析行业市场信息，为电商战略规划提供有效的数据支撑；5、参与公司市场和会员相关项目，为项目实施提供分析支持。任职资格：1、统计学、数学、计算机或相关专业，3年以上电商、社会化媒体、CRM数据分析工作经验；2、沟通流利，保密意识强，具有良好的团队协作性；3、数理逻辑严谨，对数据敏感，具备大数据处理能力；4、了解旅游相关行业的市场动态；5、熟悉Baidu、google等主流搜索引擎优化技巧，包括站内/站外优化、链接优化、关键词/图片优化等；6、熟悉GoogleAnalytics等互联网数据采集和统计分析工具。南湖国旅诚邀您的加入！,广东南湖国际旅行社有限责任公司,"酒店, 旅游",民营公司,,1000-5000人,,15/01/2018,前程无忧,http://jobs.51job.com/guangzhou-yxq/92015447.html?s=01&t=0
数据挖掘工程师,,深圳-罗湖区,,无工作经验,,8000-15000,,1,"五险一金,弹性工作,定期体检,通讯补贴,员工旅游,交通补贴,年终奖金,绩效奖金,股票期权,专业培训",岗位职责：1、应用数据挖掘技术，对海量物联网数据进行挖掘建模；2、配合产品经理完成具体数据产品的需求分析，并进行建模、开发、实施；3、建设数据挖掘面对业务场景的工具包。岗位要求：1、本科以上学历，硕士以上学历优先，数学、统计、计量经济专业优先；2、具有扎实的统计学基础，及一年以上数据分析和建模工作经验，具有很强的数据分析与统计建模或机器学习建模能力；3、至少能熟练使用R，SAS，Python中一种工具，进行数据分析和建模；4、较强的业务规划、理解能力，敢于尝试并掌握学习新的方法；5、有很强的学习能力，有主动性和上进心，可以独立完成工作并有良好的团队合作能力；6、思路清晰，具有较强的沟通协调能力、执行力及创新能力。,深圳奇迹智慧网络有限公司,"互联网, 电子商务",民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/shenzhen-lhq/94715606.html?s=01&t=0
大数据挖掘工程师,,深圳-福田区,,2年经验,本科,15000-25000,,1,,岗位职责：1、结合业务探索并建立分析挖掘主题，通过建模对数据进行深度分析和挖掘；2、通过数据挖掘技术分析用户行为，探究用户行为特征，发现有价值的行为模式、实施用户画像；3、内容推荐引擎建模、算法研究、系统设计及开发、调优；4、通过数据挖掘解决实际业务问题，改善用户体验，为用户创造价值。任职资格：1、2年以上数据挖掘方面的经验，数学、统计、计算机及相关专业，本科及以上学历；2、扎实的机器学习理论基础，熟悉分类、回归、聚类等常用的机器学习/数据挖掘方法，有机器学习实践经验；3、扎实的编程基础，熟练掌握R/Python语言；4、熟悉SQL、HBase等数据库，有处理海量数据经验，能利用spark大数据平台建模者优先；5、工作认真负责，有较强的学习钻研能力和分析解决实际问题的能力，有金融行业从业经验者优先考虑。,深圳达人贷互联网金融服务企业（有限合伙）,"金融, 投资, 证券,信托, 担保, 拍卖, 典当",民营公司,,150-500人,,15/01/2018,前程无忧,http://jobs.51job.com/shenzhen-ftq/97491896.html?s=01&t=0
数据挖掘工程师,,广州-天河区,,1年经验,本科,8000-10000,,3,"弹性工作,入职五险,下午茶,绩效奖金,年终奖金",岗位职责1.负责建立申请评分卡，行为评分卡，催收评分卡和反欺诈评分，综合量化产品的风险状况；2.运用风险决策分析手段对客户的行为进行数据挖掘，研究客群特征，不断优化模型，持续改进活动质量；3.负责日常经营数据的数据统计与分析，开展主题分析项目，定期提交分析报告；分析风控表现趋势的根本原因，协助公司决策；4.通过业绩数据、客户数据对日常业务经营进行监控，对经营中存在的问题进行深入分析和研究，并提出可信性解决建议。任职要求：1.统计、数学、计算机等本科以上学历，至少一年以上数据分析、挖掘、整合和建模经验，有风险建模经验；2.熟练使用SQL、Python、R、SAS等数据库和统计分析软件进行模型开发，熟练掌握常用的分析挖掘和机器学习方法，至少对一种方法有深刻认识与理解，包括但不限于随机森林、gbdt、回归分析、决策树、时间序列、文本挖掘；3.优秀的理解能力、分析能力、解决问题的能力；,广州小树网络科技有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",民营公司,,50-150人,,15/01/2018,前程无忧,http://jobs.51job.com/guangzhou-thq/96280149.html?s=01&t=0
