,职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
385,高级数据分析师,,大连-沙河口区,,1年经验,本科,8000-15000,,0,"周末双休,带薪年假,专业培训","KMK咨询公司(KMKConsulting,Inc.)总部位于美国新泽西，多年领先于制药与医疗健康咨询服务行业。为多家大型国际化制药集团与医疗健康机构提供创新先进的市场战略，医疗大数据分析以及销售与运营方向的咨询服务。公司凭借多年的行业经验，出色的业务口碑，优秀的领导团队，开放创新的公司文化氛围，以及来自美国各个顶尖常春藤院校的优秀员工，在业界有着良好的品牌效应以及客户基础。我们以出色高效的服务为客户提供数据驱动的决策与业务分析，帮助客户了解其数据中的关键信息与潜在商机，从全方位的商业运作功能到特定的选择服务，满足客户的需求和目标。KMKConsulting,Inc.isaleaderinprovidinginnovative,client-centeredbusinessstrategy,analyticsandsales&marketingoperationsconsultingtothepharmaceuticalandhealthcareindustries.Ourexpertiseliesinmanyyearsofindustryexperience,outstandingreputation,intelligentleadershipteam,innovativecompanycultureandtalentedIvyLeagueconsultants,gainingremarkablebrandingnameandcustomerrelationship.KMKConsulting,Inc.isprovidingclientsdata-drivenstrategyandbusinessanalyticstohelponkeypatternsandtrendsintheirdatainordertohelpdrivetheirbusiness.Weperformvalue-addedservicestoclients,rangingfromfull-spectrumcommercialoperationsfunctionstospecific,selectservicesthatmeetourclients’organizationalneedsandgoals.职位描述：高级数据分析师岗位职责：-独立完成各项常规大数据整理及分析工作；-维护部门日常报表，负责日常的数据统计和处理；-利用SAS，VBA，SQL语言等工具完成数据分析项目过程中的数据提取、数据清洗、数据分析、数据展示工作；-参与项目实施工作，在项目经理的组织下完成相应工作内容。任职要求：-熟练掌握和运用一个或多个主流数据处理及分析软件工具，如SAS,VBA,R,SQL等，精通SAS编程者优先考虑；-有一到三年的数据分析工作经验，统招本科及以上学历，应用统计学、数学、计算机、经济等相关专业优先考虑；-具备良好的中英文书面和口头表达,中英文沟通清晰顺畅，有以英文为主要工作语言的相关工作经历者优先考虑；-熟练使用Excel,PowerPoint等办公软件；-具备良好的逻辑分析能力及数据统计分析能力，并可以清晰地展示与讲解；-具备良好的自我学习能力，能够在高压环境下持续工作；-具备良好的报告编制能力，具有创新性思维，独立解决分析问题的能力,可以灵活改进或编辑新的报告模式；-思路清晰，具有团队合作精神，踏实肯干，耐心细致，有责任心;-具有较强的领导力，可以管理带领初级数据分析师，协助项目经理出色的完成项目。我们为您提供：-管理规范，扁平管理,带薪年假；-创业型工作氛围，发展空间大；-完整纯熟的培训体系，包括入职培训、岗位技能培训、行业知识培训，为员工打造全面的行业技能，提供通畅的职业晋升通道；-表现出色者拥有美国总部培训机会或直接调任美国总部工作的机会。工作地点：大连工作语言：英文，中文",协力管理咨询（深圳）有限公司上海分公司,"金融, 投资, 证券,专业服务(咨询、人力资源、财会)",外资（非欧美）,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/dalian-shkq/93919577.html?s=01&t=0
386,数据分析,,大连-中山区,,无工作经验,中专,4500-6000,,5,"五险一金,补充医疗保险,补充公积金,员工旅游,年终奖金,绩效奖金,出国机会,专业培训,定期体检","要求：1。电脑办公软件要会(如WORD、EXCEL等)2。会办公室软件有经验优先，应届生亦可,负责信息编辑，工作简单易上手3。不会可培训。提供免费学习，提高自己，充实自己的机会。4。提升空间大，内部有提升机会，从文员、助理提升到主管，从主管可提升到经理等5。只要你工作踏实，勤快，表现好，一切待遇从优。6。应届生也可。7.面试成功后，公司提供员工公寓及享受每月家庭餐费补贴。8.公司提供实习平台，着重培养人才，有志从基层做起9.有无经验均可，有经验固然好，没有经验，我们就给你一个平台。应聘要求：1.中专及以上学历，年龄在18-26岁之间2.良好的团队合作能力和学习能力3.计算机或美术相关专业优先，具有一定设计能力4.可接受转行求职人员或应届生，但需要对设计类工作感兴趣5.能够尽快入职，长期稳定的工作；加入我们，您将享受如下待遇1、底薪+提成+奖金，月均收入5k起；2、入职实习期内缴纳五险一金；3、年终奖、出国游；4、公司提供健全的培训机制，能力强者有广阔的晋升空间。（弹性试用期，1-3个月，已实际能够独立承担岗位职责为准，可提前转正）。",大连中钰睿泓科技有限公司,"计算机服务(系统、数据服务、维修),教育, 培训, 院校",民营公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/dalian-zsq/96989203.html?s=01&t=0
388,数据分析,,济南-历下区,,无工作经验,大专,2500-5000,,3,"五险一金,年终奖金,餐饮补贴,节日礼金",工作职责：1、负责目标车型装备配置信息、新车上市、车型变化等终端市场信息的采集；2、对现有配置和价格数据进行整理和审核；3、根据客户需求完成市场监测报告；4、按时将数据信息录入系统，发现并修正异常数据。5、及时完成公司安排的其他任务招聘要求：1、正规院校本科及以上学历;2、熟悉汽车市场，对汽车产品有一定了解，有类似相关工作经历优先考虑；3、对数据敏感，愿意从事基础数据分析和整理；4、熟练使用各种办公软件（特别是Excel和PPT）；5、英语良好，通过英语六级优先6、强烈的责任感及敬业精神，良好的团队合作精神,北京中汽亚讯信息咨询有限公司,"汽车及零配件,学术, 科研",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/jinan-lxq/81530120.html?s=01&t=0
389,数据分析,,长沙,,2年经验,本科,10000-15000,,4,"五险一金,年终奖金,餐饮补贴,周末双休,节日福利",主要工作内容：大数据分析软件的售前支持。了解客户的数据处理需求；进行数据收集、处理、分析，提出解决方案；为客户进行示例分析演示；产品宣讲。能力要求：1.全日制本科以上学历。2.熟悉MySQL/Oracle等常见数据库系统，熟练使用SQL。3.基本的数据收集与整理能力，包括网络数据抓取、数据预处理、数据整合等。4.基本数据分析能力，包括图表展示、相关性分析、简单分类、拟合、预测等。5.良好的语言表达能力，有效展示分析软件的功能与优势。6.良好的客户沟通能力，有效收集客户的数据处理需求。7.团队合作精神，快速开发示例应用；了解Hadoop/Spark/ElasticSearch等大数据处理平台者优先；具有数据分析软件使用经验者优先。,长沙合珏信息科技有限公司,"计算机服务(系统、数据服务、维修),计算机软件",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/changsha/97328750.html?s=01&t=0
390,数据分析师,,北京-朝阳区,,无工作经验,,20000-30000,,1,"五险一金,交通补贴,餐饮补贴","""岗位职责：1.开发并持续完善相关风险模型，同时跟踪了解同行业最新风险模型及分析技术；2.完善分析报告，参与产品的开发，在产品流程和定价中运用风险控制策略；3.负责资产组合风险分析、风险模型评估与管理、金融产品管理及风险定价；4.项目及团队管理，以及领导交办的其他任务。任职要求:1.统招本科及以上学历，数学、统计、金融等相关专业；2.五年以上金融领域统计、建模工作经验，二年以上团队管理经验；3.熟练掌握以下软件之一：VBA、SAS、SPSS、R等；4.为人耐心细致，工作认真，有求知欲，具敬业精神、沟通能力和团队合作精神。""",北京维康恒美信息技术有限公司,"互联网, 电子商务,医疗, 护理, 卫生",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-cyq/97331570.html?s=01&t=0
391,数据分析,,济南,,无工作经验,,4000-6000,,6,"周末双休,弹性工作,五险一金,专业培训,节日福利,全勤奖,绩效奖金,带薪年假,加班补贴,通讯补贴",岗位职责：1负责业务数据和项目相关需求的收集、整理和维护；2负责公司日常数据的统计，定期提供商务报表及销售业绩报表；3负责日常运营数据分析（业绩、资源、产品、行为）；4通过数据对市场进行分类整合，深度发掘。任职要求：1大学本科以上学历，数学、统计、相关背景优先；2对数据敏感，较强的逻辑分析能力和文字表达能力；3熟练的Excel操作技能；4良好的沟通能力，实现业务协作和过程跟踪与推进；5强烈的责任心，工作细致，有条理，善于学习，具有良好的团队合作精神，能够承担一定的工作压力。其他福利：1、按照国家有关规定为员工缴纳各种社会保险及住房公积金；2、员工享有公司为其缴纳的补充医疗等商业保险；3、员工享有国家规定的法定假日及年假、婚假、产育假、带薪病假等假期；4、良好的内部激励机制为优秀员工提供了额外的激励奖金；5、公司为员工提供系统的专业培训，为员工的职业生涯发展提供广阔的平台。,山东昆盈信息咨询有限公司,"金融, 投资, 证券,专业服务(咨询、人力资源、财会)",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/jinan/97326757.html?s=01&t=0
392,数据分析师,,上海-浦东新区,,无工作经验,本科,15000-20000,,1,,职责描述：1、负责客户数据分析报表需求编写，测试验收、投产验证；2、参与报表体系的搭建及优化，并管理报表口径；3、客服报告、营销战报定期制作；4、为客户调研等专项分析提供数据分析报告。任职要求：1、本科及以上学历，统计、数学、计算机、会计等相关专业；2、2年以上金融行业工作经验；3、有数据统计、数据可视化工作相关工作经历者优先，对数字敏感；4、有一定的文档撰写能力，熟练使用SQLServer等分析工具。5、具备较强的逻辑分析能力、沟通协调能力、问题解决能力及团队合作精神。,上海旗计智能科技有限公司,"互联网, 电子商务,金融, 投资, 证券",上市公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/97332054.html?s=01&t=0
393,数据分析,,杭州,,无工作经验,大专,3000-4500,,1,,【岗位职责】：1、主要职责是风险数据整理、分析、预警；2、严格按照公司风险管理体系要求和规章制度，开展风险管理和内控工作；3、参与分公司的项目风控审核和风险控制稽查工作；岗位要求1、数学相关专业应届专科毕业生。2、具有较强的风险意识和风险管理能力；3、具有相关实习经验优先；4、具有良好交流沟通能力，语言组织力强；5、为人正直，责任心、原则性强，做事严谨细致，勤奋踏实,中安金控,"金融, 投资, 证券,互联网, 电子商务",民营公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou/73337683.html?s=01&t=0
394,数据运营,,上海-长宁区,,2年经验,本科,6000-12000,,0,"五险一金,绩效奖金,弹性工作",岗位职责：为售后部门进行各种日常工作数据分析，发现问题，找出方案，追踪效果，提出改进；每日总结各种key数据指标，汇报给业务领导，协助管理；发现所属公司部门运行中的异常数据，找出问题，协助改善；任职要求：1、本科以上学历，心细，对数字敏感；2、2年以上相关工作经验，有大型服务行业企业的内部运营经验者优先；3、熟练掌握各类数据处理工具、了解统计分析等专业知识；4、有责任心，工作细致仔细。5、英语流利；,哒哒英语,"教育, 培训, 院校,互联网, 电子商务",合资,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-cnq/90425112.html?s=01&t=0
395,咨询顾问,,广州-越秀区,,2年经验,本科,6000-8000,,0,,岗位职责：1.根据项目需求从事市场运营分析、精准营销、流量经营等任一方向的管理咨询项目2.在项目经理指导下，通过数据统计与业务分析对运营商业务的进行分析、洞察、建议3.在项目经理指导下，独立进行行业研究、案例分析和标杆研究等4.在项目经理指导下，协助客户推进咨询方案的实施任职要求：1、24-29岁2、性别不限3、管理、通信、计算机、营销等专业，本科及其以上学历4、一年（含）以上电信或相关行业工作经验；二年咨询公司相关工作经验；有通信行业市场调研类经验、客服管理经验、运营分析类经验优先；5、有扎实的SQL、Excel、PPT功底，能高效处理大量数据，并从中分析，发现问题，完成分析报告撰写，并提出改善建议。熟练使用VBA、PowerBi或其他工具者优先；6、有良好的逻辑思维及沟通能力，通过数据统计与业务分析对运营商业务的进行分析、洞察、建议；7、良好的团队合作精神，能独自承担部分分析工作，及指导项目成员完成；高效的团队与客户沟通，责任心、配合度强，可接受偶发性的加班；,广东美尔文化传播有限公司,"影视, 媒体, 艺术, 文化传播",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-yxq/94900058.html?s=01&t=0
396,数据运营,,深圳-南山区,,3-4年经验,,10000-25000,,0,"五险一金,弹性工作,餐饮补贴,绩效奖金,员工旅游,定期体检",岗位职责：1/制定关键指标，与产品、技术对接沟通相应需求，并落实跟进；2/核心业务关键性指标监控和分析，定期做数据挖掘，分析其中趋势，并输出报告；3/数据可视化的板块设计和分析；4/与业务部门合作，做相应的实验分析及AB测试，根据结论，提供解决方案并实施落地方案5／配合数据分析、产品、运营、技术团队，驱动公司数据分析平台的快速运转任职要求：1、本科及以上学历，金融财务经济类及计算机、理工科类专业优先；2、3年以上互联网数据运营岗位工作经验，有互联网金融行业或大型互联网公司工作背景者优先；3、有良好的数据分析测算能力，能建立数据模型分析，分析监控现有数据并预测未来数据流；4、具备很好的逻辑思维能力和文档编写能力，能发现事情的本质，做事认真严谨，对数据敏感，具备较强分析加工能力,深圳火星圈信息技术有限公司,"互联网, 电子商务,网络游戏",创业公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen-nsq/89818283.html?s=01&t=0
397,数据运营,,上海-浦东新区,,2年经验,大专,10000-20000,,2,"五险一金,绩效奖金,定期体检,员工旅游,餐饮补贴,商业保险,婚育慰问金,生日慰问,节假日慰问金,带薪年假",,上海方付通商务服务有限公司,"互联网, 电子商务,金融, 投资, 证券",合资,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/87347498.html?s=01&t=0
398,数据运营,,北京-朝阳区,,无工作经验,本科,8000-10000,,1,"五险一金,餐饮补贴,弹性工作,年终奖金,绩效奖金",职责1、负责公司部分产品的线上运营工作；2、公司网站、APP、小程序数据体系的搭建，统计及分析；3、协调内部资源，提升产品的整体访问数据；4、对外进行合作，提升访问数据；5、根据运营情况和数据分析向产品部提出产品改进需求；6、定期出具数据分析报告，支持业务部门对数据的需求。要求1、2年以上移动互联网运营相关经验；2、熟练使用excel、熟练掌握至少一项线上数据分析工具，有GoogleAnalytics经验优先；3、善于沟通，能与外部合作获取流量。,北京车行一六八信息技术有限公司,"互联网, 电子商务,汽车及零配件",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-cyq/94605695.html?s=01&t=0
399,数据运营专员,,北京,,2年经验,,6000-7000,,2,"五险一金,年底双薪,绩效奖金,年终分红,加班补助,全勤奖,带薪年假,弹性工作",岗位职责：1、对所负责的运营产品进行日常维护及数据跟踪，能有效的进行相关数据分析工作，总结运营效果，制定新的运营策略；2、与产品线上的其他部门对接，结合运营实际，对产品提出改进意见；3、负责产品上线提交审核的内容专题的创意、策划及栏目内容规划等，对运营数据进行分析，及时调整上述内容；4、收集用户反馈，分析用户行为、需求，及时向产品研发部门反馈信息，根据市场推广策略调整运营方式方法；5、负责结合用户行为、需求对产品提出合理建议。任职要求：1、了解移动互联网工具产品，有海外互联网产品运营推广工作经验优先；2、具备较强的移动互联网的产品和技术理解力，熟悉Android/iOS智能手机平台的特性；3、具备较强的逻辑思维、需求分析及文档表达能力；4、具备较强的沟通协调能力和执行力；5、有棋牌行业者优先。我们欢迎您的加入！,北京顾晟斯达科技有限公司,计算机软件,民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing/89553491.html?s=01&t=0
400,数据运营专员,,上海-普陀区,,无工作经验,,4000-6000,,0,"五险一金,通讯补贴,专业培训,员工旅游,交通补贴,年终奖金,定期体检","职位诱惑：福利好,有零食,有旅游,弹性工时职位描述：1.分析整理微信、微博、内容型App等新媒体平台后台数据，撰写数据分析报告2.针对新媒体平台策划优质活动、内容3.微信等新媒体平台的内容撰写、排版、发布任职要求：1.注重细节，有较强的责任心2.熟练使用Office办公套件3.熟悉网络文化，熟练玩转多种社交媒体平台4.有较强的文字写作表现能力5.有相关微信公众号和微博内容创作与维护经验者优先",上海星颂网络科技有限公司,"互联网, 电子商务,广告",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-ptq/94433816.html?s=01&t=0
401,数据运营,,武汉-东西湖区,,无工作经验,,6000-8000,,3,"五险一金,年终奖金,周末双休,带薪年假,生日福利,节日福利",岗位要求：1、大学本科以上学历，统计学或数学专业优先；2、电商项目或电商平台数据分析工作经验2年以上，；3、熟练使用office办公软件，能轻松运营数据统计的函数与公式，包含不仅限vlookup、if、数据透视表等；岗位职责：1、负责自有商城所有报表统计与输出，包含不仅限日报／月报／季度报／半年报／年报，确保数据准确无误；2、根据数据报表，对商城运营各环节提出合理的可行性的优化建议，并持续对优化后的数据进行统计与分析和汇总；3、根据负责人的需求，不定期制作其他相关数据报表，确保数据准确无误；4、根据自由商城运营情况，提出合理的数据分析主题，并负责数据分析模型、数据采集、数据分析及准时输出。联系人：高兴楠联系电话：010-57186700,武汉易通达通讯器材有限公司,"通信, 电信, 网络设备",民营公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/wuhan-dxhq/94522352.html?s=01&t=0
402,数据运营专员,,杭州-下城区,,无工作经验,,8000-10000,,0,"周末双休,带薪年假,五险一金,朝九晚五,年终奖金,节日福利,地铁周边,专业培训",岗位职责：1、建立数据分析统计模型，对客户反馈的数据进行监控和统计，给予指导性建议，增强客户黏性；2、负责客户行为研究，监控不同类型客户的留存和活跃率；3、监控预算和成本，能够给出优化建议，降低成本；4、以数据为依托制定精准营销方案，对线上营销进行数据分析和评估，提供数据报表和改善建议，提升营销效果。任职资格:1、全日制本科以上学历，数学类专业优先考虑;2、2年以上电商数据运营相关经验；3、思维缜密、敏捷，具有较强的逻辑思维能力和数据敏感性，能从数据中发现问题；4、优秀的沟通协调能力和执行力，善于整合资源，能推动方案快速落地；5、Excel表格能力强，熟悉各种图表及公式。,杭州舍藏文化创意有限公司,"互联网, 电子商务,批发, 零售",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou-xcq/96208793.html?s=01&t=0
403,数据运营主管,,北京-朝阳区,,无工作经验,,8000-12000,,1,"五险一金,补充公积金,员工旅游,年终奖金","1、搭建数据运营体系，收集整理并分析运营数据，建立可视化数据模型；2、对运营数据进行监控分析，根据数据情况快速有效解决出现的问题；3、基于数据分析结果，制定短期和长期运营策略以满足业务发展需要；4、分析用户来源、活跃性、留存/流失率、行为路径、转化率等运营数据，给各协作部门提供数据反馈和建议；5、通过综合各类数据分析发现业务趋势、用户洞察,并应用分析结果于产品运营落地。任职要求：1、2年以上金融行业数据运营经验；2、熟练使用Excel进行数据分析，能够熟练运用SQL进行数据查询；3、对数字敏感，思路清晰，逻辑性强；4、热爱初创团队氛围，对待工作认真负责，能承受工作压力。",北京泉壹贷科技有限公司,"金融, 投资, 证券,互联网, 电子商务",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-cyq/96435781.html?s=01&t=0
404,数据运营专员,,北京-海淀区,,无工作经验,,6000-8000,,1,"五险一金,免费班车,员工旅游,绩效奖金,专业培训,定期体检",岗位职责：1、负责事业部的数据分析，根据产品线业务需求进行数据加工、数据分析及数据展示，撰写相应分析报告、为公司产品运营提供策略及建议；2、结合数据及经营情况，落地运营工作，包括产品，市场及销售整体策略的确定及在各分公司的落地推广；3、通过数据分析，趋势研究等方法，监督业务运营指标，通过日报、周报、月报的形式做数据预警及阶段性分析工作，推动核心业务负责人促进产品销售业绩达成。4、梳理新业务框架，确定新业务客户定位，销售规则，定价策略。任职要求：1、计算机、数学、统计学、数据挖掘相关专业本科或研究生学历2、具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律3、具备数据分析报告构建经验，能够独立完成数据报告编写，熟练使用office软件。至少精通EXCEL、SPSS、SAS、SQL或VBA的一种；4、性格乐观开朗，具有良好的沟通表达能力，抗压能力，能与团队高效合作，热爱分享，喜欢专研，善于观察，有独立分析、思考和解决问题的能力。,瑞庭网络技术（上海）有限公司北京分公司,"互联网, 电子商务,广告",上市公司,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-hdq/92808628.html?s=01&t=0
405,物流数据运营,,武汉,,3-4年经验,本科,8000-10000,,2,"五险一金,交通补贴,年终奖金,定期体检,弹性工作,餐饮补贴",岗位职责：1.跟踪城市运营的核心数据，根据数据变化，推进城市运营方向的改进，并负责对数据的挖掘与业务测试；2.及时准确把握当地市场，熟练掌握竞对情况，同时了解用户核心需求制定有效活动策略；3.可以完成战营各类宣传策划方案的设计和撰写4.设计有效的线上或线下活动方案，制定完善的活动整体运营计划并执行；5.不断监控竞对的动向，设计有针对性的应对策略，并组织实施；6.负责对城市业务人员进行运营相关的培训和指导；7.城市常规日报、周报等数据报告的提取与同步。基础条件：-对工作认真，有上进心，责任心；-抗压能力强，能吃苦；-注重团队协作。选优条件：-本科及以上学历-计算机专业，数据统计学专业-熟练使用办公软件，精通excel表格,饿了么,"互联网, 电子商务",合资,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/wuhan/92661557.html?s=01&t=0
406,大数据运营,,深圳-南山区,,2年经验,,8000-12000,,1,"五险一金,弹性工作,绩效奖金,员工旅游,周末双休,定期体检","岗位职责：1、整理和分析标签数据；2、针对不同广告行业制定不同的数据标签投放方案，提升大数据广告的推广效果；3、针对推广数据，进行数据整理、分析、总结，定期提出合理推广策略建议，跟踪推广效果并优化；4、对广告素材触觉敏锐，善于挖掘素材；5、对大数据部门提出运营优化需求；6、深度挖掘平台流量价值，为销售服务；7、根据数据划分行业推广方案；8、为销售提供优化建议和服务。任职要求：1、本科或以上学历,熟悉互联网广告；2、至少一年或以上大数据公司运营经验，或两年以上DSP等广告系统优化投放经验；3、学习能力强，工作热情高，积极主动，团队合作意识强，富有责任感，在上级的指导下完成工作内容；4、有缜密的思维分析能力，能够使用各种工具软件进行数据分析并熟练制作统计报告，提供广告分行业效果解决方案；5、熟悉今日头条、广点通、新浪、腾讯、搜狐、网易等广告后台；6、接受高强度工作节奏。",南方银谷科技有限公司,"互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen-nsq/95961584.html?s=01&t=0
407,数据运营专员,,杭州-江干区,,无工作经验,大专,2000-4000,,8,"员工旅游,专业培训,交通补贴,绩效奖金,通讯补贴",岗位职责：1.对淘宝相关数据进行采集、统计、整理、分析；2.定期对已产生的数据进行整理汇总，并制作相关报表；3.负责各类数据及报表的备份，做好归档、保管工作，做好信息数据的保密岗位工作；5.完成其他相关的工作；任职要求：1.对数据敏感，较强的逻辑分析能力和文字表达；2.熟练的Excel操作技能、良好的沟通能力；3.强烈的责任心，工作细致，有条理，具有合作精神，能够承受工作压力；4.热爱电商行业，有意向从事电商运营岗位的人员，有经验者优先；优秀应届毕业生亦可；,杭州十方电子商务有限公司,"互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou-jgq/94084671.html?s=01&t=0
408,数据运营岗,,福州,,无工作经验,大专,6000-8000,,5,"五险一金,补充医疗保险,员工旅游,专业培训,绩效奖金,年终奖金,弹性工作",岗位职责:1.负责公司核心的经营指标，并对数据指标进行监控分析，有效定位问题并推动快速解决；2.通过数据分析洞察业务趋势，对潜在的问题及风险进行预测，建立合理的预警机制；3.撰写数据分析报告，为经营决策、产品推广策略提供数据支持。招聘要求:1.大学本科及以上学历，统计学、数学或相关专业优先，1年以上工作经验；2.数据敏感度强，能通过数据结合业务本身进行专项的问题，提供独到建议；3.熟悉一种以上数据统计工具，有数据运营相关工作经验优先。,福州咸鱼科技有限公司,"互联网, 电子商务",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/fuzhou/96369067.html?s=01&t=0
409,数据运营,,杭州-江干区,,1年经验,大专,5000-10000,,1,"五险,弹性工作,绩效奖金,年终奖金",职位描述：1、进行数据分析，支持业务需求，输出准确的数据分析结果，对业务运营提供有效建议，辅助公司策略的制定；2、定期整合商品销售数据，建立品类、商品、价格分析的数据监控报表，发布品类和商品经营分析报告；3、跟踪产品发展，监控重点数据，能从数据异动中发现问题并反映问题；对产品相关的热点问题，收集相关数据，输出有价值的专题分析报告，用数据支持决策，为产品的优化调整提供意见和决策；4、日常运营数据整理、分类、统计，定期提交日常数据分析报告，并跟踪日常运营数据监测报表，及时发现运营过程存在的问题，为部门日常运营提供数据支持；5、参与业务部门数据分析需求的调研、分析及实现；6、对业务部门提供报表进行效果跟踪，检测各流量数据是否存在异常，并将异常进行预警反馈。任职要求：1、1年以上数据分析工作经验；2、做事严谨，对数据敏感、逻辑思维强，熟练运用Excel；3、热爱跨境电商行业。,杭州舜捷网络科技有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou-jgq/96138187.html?s=01&t=0
410,数据运营经理,,深圳-南山区,,无工作经验,,10000-13000,,1,"五险一金,免费班车,年终奖金,专业培训",岗位职责:1、负责与各大数据源的商务对接与日常维护；2、负责各业务的运营数据监测，并联合数据质量分析师进行数据异常和波动诊断的数据分析工作；3、组织数据源供应商的产品质量、服务和价格的评估和考核；4、同行业（征信、数据）客户的业务推广。岗位要求:1、金融、计算机、统计学、数学相关专业本科或以上学历；2、3年以上相关工作经验，征信、金融、支付行业背景优先；3、市场敏感度高，数据收集，整理，分析及文字表达能力强；4、熟悉各种商务、谈判、战略合作的方法；5、具备良好的沟通能力，能够进行跨团队的沟通协调，有较强的学习能力、责任心和抗压能力。,深圳市新国都技术股份有限公司,"电子技术, 半导体, 集成电路,金融, 投资, 证券",上市公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen-nsq/91399041.html?s=01&t=0
411,数据运营专员,,西安,,1年经验,大专,4500-6000,,6,"五险一金,补充医疗保险,专业培训,绩效奖金,年终奖金,定期体检",工作内容/职位描述：1、根据运营目标，定期监测并汇总外部流量、平台流量、各业务交易量等运营数据，分析并完善运营流程。2、根据数据情况，结合会员及业务部门反馈，发现并输出针对推广端、业务端的优化建议，为提升推广效率及转化效果提供数据支持。3、针对异常数据进行预警、解读和挖掘，并提出解决方案，为技术部门提供数据支持。任职资格：1、大专以上学历，理工科专业优先，2017届毕业生优先。2、熟练使用office办公软件。3、具备良好的逻辑能力及分析能力，良好的口头表达和书面写作能力。4、熟练使用相关文档制作工具，如：业务流程图、数据管理表单、说明文档等。5、了解一种开发语言优先。薪资待遇：1、绩效+奖金+年终奖+五险一金+岗前专业培训+各类补贴（节假日、生日补贴等）；2、公司每一年调薪1-2次，根据员工工作表现及公司发展情况，调整幅度不等；3、工作时间：周一至周五9：00—18：00，周末双休+国家法定休假日；4、办公环境优美，人际关系轻松、和谐；5、工作满一年员工享有公司规定5~15天年休假；员工享受带薪假同时享受在岗基本福利待遇。工作地点：西安,中软博通软件（西安）,计算机软件,上市公司,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/xian/84853592.html?s=01&t=0
412,数据运营助理,,上海-浦东新区,,无工作经验,,3000-4500,,1,,主要工作职责概述（按重要次序列出各项职责及其目标）1、对广告资源位进行汇总整理，并负责相关投放系统的操作。2、跟踪资源位的转化效果，产出相关转化报告。3、定期检查资源位的展示情况，负责资源位增改删及其他事项的跟进。4、上级布置的其他任务等。,上海载和网络科技有限公司,"互联网, 电子商务",外资（非欧美）,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/72419007.html?s=01&t=0
413,数据运营专员,,北京,,1年经验,大专,6000-8000,,1,,岗位职责：,高伟达软件股份有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",上市公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing/92161671.html?s=01&t=0
